Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Protozoa,Dinozoa,Dinophyceae,Glenodinium,Glenodinium quadridens,Dinoflagellate,(Stein) Schiller,www.algaebase.org,Peridiniopsis quadridens,(F. Stein) Bourelly,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Glenodinium,Glenodinium sp.,Dinoflagellate,Ehrenberg ex Ralfs,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Gloeocapsa,Gloeocapsa sp.,Cyanobacterium,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Gloeocystis,Gloeocystis major,Green Alga,Gerneck ex Lemmermann,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Gloeocystis,Gloeocystis planctonica,Green Alga,(West and G. S. West) Lemmermann,www.algaebase.org,Chlamydocapsa planctonica,(W. West and G.S. West) Fott,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Gloeocystis,Gloeocystis sp.,Green Alga,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Gloeocystis,Gloeocystis vesiculosa,Green Alga,Nägeli,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Gloeothece,Gloeothece linearis,Cyanobacterium,Nägeli,www.algaebase.org,Gloeobacter violaceus,"Rippka, J.B. Waterbury and Cohen-Bazire",www.algaebase.org,Cavalier-Smith 1998,colonial,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Gloeothece,Gloeothece sp.,Cyanobacterium,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Gloeotila,Gloeotila sp.,Green Alga,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Gloeotrichia,Gloeotrichia echinulata,Cyanobacterium,(Smith) P. Richter,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater to brackish
Plantae,Chlorophyta,Chlorophyceae,Golenkinia,Golenkinia radiata,Green Alga,Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Golenkinia,Golenkinia sp.,Green Alga,Chodat,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphoneis,Gomphoneis minuta,Pennate Diatom,(Stone) Kociolek and Stoermer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphoneis,Gomphoneis sp.,Pennate Diatom,Cleve,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema angustatum,Pennate Diatom,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema cf. kobayasii,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema cf. lagenula,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema cf. parvulum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema constrictum,Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema herculeanum,Pennate Diatom,Ehrenberg,www.algaebase.org,Gomphoneis herculeana,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema lowei,Pennate Diatom,"Kociolek, Spaulding, Sabbe, and Vyverman",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema mexicanum,Pennate Diatom,Grunow,www.algaebase.org,Gomphonema subclavatum var. mexicanum,(Grunow) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema olivaceoides var. densestriatum,Pennate Diatom,Foged,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema olivaceum,Pennate Diatom,(Horneman) Brébisson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema parvulum,Pennate Diatom,(Kützing) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,Gomphonema sp.,Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Gomphosphaeria,Gomphosphaeria aponina,Cyanobacterium,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Gomphosphaeria,Gomphosphaeria pallidum,Cyanobacterium,Unknown,N/A,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Gomphosphaeria,Gomphosphaeria sp.,Cyanobacterium,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Goniochloris,Goniochloris fallax,Xanthophyte,Fott,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Goniochloris,Goniochloris mutica,Xanthophyte,(A. Braun) Fott,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Goniochloris,Goniochloris sp.,Xanthophyte,Geitler,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Gonium,Gonium pectorale,Green Alga,O.F. Müller,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Gonium,Gonium sociale,Green Alga,(Dujardin) Warming,www.algaebase.org,Tetrabaena socialis,(Dujardin) H. Nozaki and M. Itoh,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Gonium,Gonium sp.,Green Alga,Müller,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Gonyaulax,Gonyaulax cf. digitale,Dinoflagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Gonyaulax,Gonyaulax digitale,Dinoflagellate,(Pouchet) Kofoid,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Gonyaulax,Gonyaulax sp.,Dinoflagellate,Diesing,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Ochrophyta,Raphidophyceae,Gonyostomum,Gonyostomum sp.,Raphidophyte,Diesing,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Guinardia,Guinardia sp.,Centric Diatom,H. Peragallo,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Guinardia,Guinardia striata,Centric Diatom,(Stolterfoth) Hasle,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium discoidale,Dinoflagellate,T.M. Harris,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium gracilentum,Dinoflagellate,P.H. Campbell,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium saginatum,Dinoflagellate,T.M. Harris,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium sp.,Dinoflagellate,Stein,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Gyrodinium,Gyrodinium sp.,Dinoflagellate,Kofoid et Swezy,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma acuminatum,Pennate Diatom,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. fasciola,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. fasciola var. globifera,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. macrum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. macrum alt.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. obscurum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. spencerii,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma fasciola,Pennate Diatom,(Ehrenberg) J.W. Griffith and Henfrey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma macrum,Pennate Diatom,(W. Smith) J.W. Griffiths and Henfrey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma scalproides,Pennate Diatom,(Rabenhorst) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,Pennate Diatom,Hassall,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Haematococcus,Haematococcus pluvialis,Green Alga,Flotow,www.algaebase.org,Haematococcus lacustris,(Girod-Chantrans) Rostafinski,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Halamphora,Halamphora cf. latecostata,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Halamphora,Halamphora sp.,Pennate Diatom,(Cleve) Levkov,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hannaea,Hannaea arcus,Pennate Diatom,(Ehrenberg) R.M. Patrick,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Hannaea,Hannaea sp.,Pennate Diatom,R. Patrick in R. Patrick et. C. W. Reimer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hantzschia,Hantzschia amphioxys,Pennate Diatom,(Ehrenberg) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hantzschia,Hantzschia sp.,Pennate Diatom,Grunow,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hantzschia,Hantzschia virgata,Pennate Diatom,(Roper) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Hapalosiphon,Hapalosiphon hibernicus,Cyanobacterium,W. West and G.S. West,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Hemiaulus,Hemiaulus sp.,Centric Diatom,Heiberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Hemidinium,Hemidinium sp.,Dinoflagellate,Stein,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Hemidiscus,Hemidiscus cuneiformis var. ventricosus,Centric Diatom,(Castracane) Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hemiselmis,Hemiselmis rufescens,Cryptophyte,Parke,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hemiselmis,Hemiselmis sp.,Cryptophyte,Parke,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,Heterocapsa rotundata,Dinoflagellate,(Lohmann) G. Hansen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,Heterocapsa sp.,Dinoflagellate,Stein,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,Heterocapsa triquetra,Dinoflagellate,(Ehrenberg) F. Stein,www.algaebase.org,Kryptoperidinium triquetrum,"(Ehrenberg) U. Tillmann, M. Gottschling, M. Elbrächter, W.-H.Kusber and M. Hoppenrath",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Raphidophyceae,Heterosigma,Heterosigma akashiwo,Raphidophyte,(Y. Hada) Y. Hada ex. Y. Hara and M. Chihara,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Raphidophyceae,Heterosigma,Heterosigma cf. akashiwo,Raphidophyte,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Raphidophyceae,Heterosigma,Heterosigma sp.,Raphidophyte,Y. Hada ex Y. Hara and M. Chihara,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,Hillea fusiformis,Cryptophyte,(J. Schiller) J. Schiller,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,Hillea marina,Cryptophyte,Butcher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,Hillea sp.,Cryptophyte,J. Schiller,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,Hippodonta capitata,Pennate Diatom,"(Ehrenberg) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,Hippodonta cf. capitata,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,Hippodonta sp.,Pennate Diatom,"Lange-Bertalot, Witkowski, et Metzeltin",Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Homoeothrix,Homoeothrix janthina,Cyanobacterium,(Bornet and Flahault) Starmach,www.algaebase.org,Tapinothrix janthina,(Bornet and Flahault) Bohunická and J.R. Johansen,www.algaebase.org,Cavalier-Smith 1998,filamentous,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Hydrosera,Hydrosera sp.,Centric Diatom,Wallich,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Hydrosera,Hydrosera triquetra,Centric Diatom,G.C. Wallich,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Hydrosera,Hydrosera whampoensis,Centric Diatom,(A.F. Schwarz) Deby,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Juranyiella,Juranyiella javorkae,Green Alga,(Hortobágyi) Hortobágyi,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Karlodinium,Karlodinium cf. veneficum,Dinoflagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Karlodinium,Karlodinium sp.,Dinoflagellate,J. Larsen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Katodinium,Katodinium glaucum,Dinoflagellate,(Lebour) Loeblich III,www.algaebase.org,Lebouridinium glaucum,"(Lebour) F. Gómez, H. Takayam, D. Moreira and P. López-García",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Katodinium,Katodinium sp.,Dinoflagellate,Fott,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,Kephyrion littorale,Chrysophyte,J.W.G. Lund,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,Kephyrion rubri-claustri,Chrysophyte,Conrad,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,Kephyrion sp.,Chrysophyte,Pascher,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Keratococcus,Keratococcus bicaudatus,Green Alga,(A. Braun ex Rabenhorst) J.B. Petersen,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Keratococcus,Keratococcus sp.,Green Alga,Pascher,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella contorta,Green Alga,(Schmidle) Bohlin,www.algaebase.org,Raphidocelis contorta,"(Schmidle) Marvan, Komárek and Comas",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella lunaris,Green Alga,(Kirchner) K. Möbius,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella obesa,Green Alga,(G.S. West) West and G.S. West,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella sp.,Green Alga,Schmidle,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella subsolitaria,Green Alga,G.S. West,www.algaebase.org,Nephrochlamys subsolitaria,(G.S. West) Korshikov,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Charophyta,Klebsormidiophyceae,Klebsormidium,Klebsormidium subtile,Green Alga,"(Kützing) Mikhailyuk, Glaser, Holzinger and Karsten",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,benthic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Komma,Komma caudata,Cryptophyte,(L. Geitler) D.R.A. Hill,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Komma,Komma sp.,Cryptophyte,Hill,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Komvophoron,Komvophoron sp.,Cyanobacterium,Anagnostidis and Komarék,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia cf. genevensis,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia chodatii,Green Alga,C. Bernard,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia genevensis,Green Alga,(Chodat) Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia sp.,Green Alga,Chodat,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lauterborniella,Lauterborniella elegantissima,Green Alga,Schmidle,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lemmermannia,Lemmermannia triangularis,Green Alga,(Chodat) C. Bock and Krienitz,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Lemnicola,Lemnicola hungarica,Pennate Diatom,(Grunow) F.E. Round and P.W. Basson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis acus,Euglenoid,(O.F. Müller) Marin and Melkonian,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,Euglenoid,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to brackish
Chromista,Ochrophyta,Coscinodiscophyceae,Leptocylindrus,Leptocylindrus danicus,Centric diatom,Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Leptocylindrus,Leptocylindrus sp.,Centric Diatom,Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Leptolyngbya,Leptolyngbya foveolara,Cyanobacterium,(Gomont) Anagnostidis and Komárek,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Leptolyngbya,Leptolyngbya sp.,Cyanobacterium,Anagnostidis et Komárek,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Cryptophycophyta incertae sedis,Cryptophycophyta incertae sedis,Leucocryptos,Leucocryptos marina,Kathablepharid,(Braarud) Butcher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophycophyta incertae sedis,Cryptophycophyta incertae sedis,Leucocryptos,Leucocryptos sp.,Kathablepharid,R.W. Butcher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Fragilariophyceae,Licmophora,Licmophora sp.,Pennate Diatom,Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,unknown,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Limnothrix,Limnothrix redekei,Cyanobacterium,(van Goor) M.E. Meffert,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Limnothrix,Limnothrix sp.,Cyanobacterium,Meffert,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater
