Date,Flashboards,Gate1,Gate2,Gate3,Remark,Operating
5/22/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/23/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/24/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/25/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/26/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/27/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/28/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/29/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/30/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
5/31/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/1/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/2/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/3/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/4/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/5/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/6/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/7/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/8/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/9/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/10/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/11/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/12/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/13/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/14/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/15/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/16/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/17/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/18/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/19/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/20/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/21/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/22/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/23/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/24/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/25/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/26/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/27/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/28/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/29/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
6/30/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/1/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/2/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/3/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/4/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/5/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/6/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/7/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/8/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/9/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/10/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/11/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/12/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/13/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/14/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/15/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/16/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/17/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/18/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/19/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/20/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/21/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/22/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/23/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/24/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/25/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/26/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/27/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/28/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/29/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/30/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
7/31/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/1/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/2/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/3/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/4/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/5/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/6/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/7/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/8/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/9/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/10/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/11/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/12/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/13/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/14/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/15/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/16/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/17/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/18/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/19/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/20/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/21/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/22/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/23/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/24/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/25/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/26/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/27/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/28/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/29/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/30/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
8/31/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/1/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/2/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/3/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/4/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/5/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/6/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/7/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/8/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/9/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/10/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/11/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/12/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/13/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/14/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/15/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/16/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/17/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/18/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/19/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/20/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/21/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/22/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/23/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/24/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/25/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/26/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/27/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/28/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/29/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
9/30/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/1/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/2/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/3/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/4/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/5/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/6/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/7/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/8/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/9/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/10/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/11/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/12/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/13/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/14/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/15/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/16/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/17/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/18/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/19/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/20/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/21/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/22/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/23/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/24/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/25/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/26/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/27/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/28/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/29/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/30/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
10/31/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/1/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/2/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/3/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/4/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/5/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/6/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/7/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/8/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/9/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/10/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/11/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/12/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/13/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/14/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/15/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
11/16/2006,OUT,O,O,O,3 gates held open and fb removed at 800 hr to allow access for levee repair from flood damage in suisun marsh w/boat lock gates closed since flashboards are removed.,Open
