Date,Day,Stratum,Start Latitude,Start Longitude,Station Code,Region,Sub-Region,Time Start,Avg E/C (µS),Avg Temp (°C),Avg Turbidity (NTU),Avg Secchi (M),Avg Start Depth (M),Method,Number of Tows,TowDuration,TowDirection,Species,Catch,FL Range (mm),Expression,Stage,Mark,Comments
8/4/2020,Tues,Suisun Marsh,38.21021,-122.03448,21-02-SM05,West,Suisun Marsh,11:29,9675.25,21.25,34.9,0.37,4.2,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Suisun Bay,38.05015,-122.08396,21-02-SBW01,Far West,West Suisun Bay,8:15,25197.75,20.1,35.05,0.42,9.78,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Lower Sacramento,38.08102,-121.74655,21-02-LSR01,West,Lower Sacramento River,8:32,1592.25,21.8,16.43,0.72,8.8,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Sac Deep Water Shipping Channel,38.49577,-121.58396,21-02-USSC01,North,Upper Sacramento River Shipping Channel,8:41,834.75,23.28,53.25,0.3,10.93,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,18 Wakasagi (49-77mm) retained for verification; Tow 1 was code 2 (Twist in net)
8/5/2020,Wed,Suisun Bay,38.09666,-122.03646,21-02-SBM01,West,Mid Suisun Bay,9:58,16710.75,20.45,68.8,0.4,5.5,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Lower Sacramento,38.15661,-121.68421,21-02-RV01,North,Sacramento River near Rio Vista,11:03,148.58,23.23,8.73,1.54,6.13,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Lower Sacramento,38.11635,-121.70397,21-02-RV02,North,Sacramento River near Rio Vista,9:46,262.38,22.93,17.18,0.78,8.23,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Suisun Bay,38.07376,-122.00844,21-02-SBM02,West,Mid Suisun Bay,11:25,11910.25,21.13,41.33,0.47,7.83,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/5/2020,Wed,Sac Deep Water Shipping Channel,38.31696,-121.65157,21-02-LSSC05,North,Lower Sacramento River Shipping Channel,10:56,277.08,22.45,53.1,0.29,9.83,Kodiak,4,10,U,DSM,1,45,n/p,n/p,n/p,DSM flash frozen for UCD; 34 Wakasagi retained for verification (58-78 mm)
8/5/2020,Wed,Sac Deep Water Shipping Channel,38.1821,-121.66378,21-02-LSSC04,North,Lower Sacramento River Shipping Channel,12:43,142.7,23.35,13.4,1.66,15.93,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
8/6/2020,Thurs,Sac Deep Water Shipping Channel,38.36913,-121.63153,21-02-LSSC03,North,Lower Sacramento River Shipping Channel,8:30,341.1,22.1,61.85,0.25,9.73,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,8 Wakasagi (63-77mm) retained for verification
8/6/2020,Thurs,Sac Deep Water Shipping Channel,38.23602,-121.67356,21-02-LSSC02,North,Lower Sacramento River Shipping Channel,10:05,150.1,22.28,13.98,1.2,10.68,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
8/6/2020,Thurs,Sac Deep Water Shipping Channel,38.19985,-121.65642,21-02-LSSC01,North,Lower Sacramento River Shipping Channel,11:17,146.73,22.5,7.33,1.77,13.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/6/2020,Thurs,Lower Sacramento,38.05974,-121.80993,21-02-LSR02,West,Lower Sacramento River,8:26,4511,21.43,12.15,0.87,9.9,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/6/2020,Thurs,Lower Sacramento,38.06926,-121.78117,21-02-LSR03,West,Lower Sacramento River,9:33,1942.5,21.88,19.73,0.65,9.85,Kodiak,4,10,U,DSM,1,55,X,n/p,n/p,DSM flash frozen for UCD
8/6/2020,Thurs,Lower Sacramento,38.10443,-121.72274,21-02-RV03,North,Sacramento River near Rio Vista,10:52,239.75,23.08,14.95,0.93,8.88,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/6/2020,Thurs,Suisun Bay,38.03475,-122.13759,21-02-SBW02,Far West,West Suisun Bay,8:18,23411.5,19.9,19.5,0.6,17,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Only 2 sites performed due to approaching strata boundary 
8/6/2020,Thurs,Suisun Bay,38.09519,-122.06122,21-02-SBM03,West,Mid Suisun Bay,9:20,18438.25,20.13,32.5,0.6,7.38,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
8/6/2020,Thurs,Suisun Bay,38.03732,-121.83906,21-02-CF01,West,Confluence,11:11,3636,21.95,18.23,0.85,6.35,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Suisun Marsh,38.15727,-122.06418,21-03-SM01,West,Suisun Marsh,9:50,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Too shallow
8/10/2020,Mon,Cache Slough and Liberty Island,38.27065,-121.70527,21-03-CS04,North,Cache Slough/Liberty Island,8:22,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/10/2020,Mon,Suisun Marsh,38.19846,-121.91512,21-03-SM03,West,Suisun Marsh,8:39,10911.25,22.48,25.4,0.46,3.6,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Cache Slough and Liberty Island,38.25905,-121.69272,21-03-CS06,North,Cache Slough/Liberty Island,8:40,153.65,22.93,6.41,1.73,8.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Cache Slough and Liberty Island,38.25249,-121.72524,21-03-CS07,North,Cache Slough/Liberty Island,9:57,160.68,22.83,5.29,1.8,5.08,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Lower Sacramento,38.16583,-121.67753,21-03-RV01,North,Sacramento River near Rio Vista,8:50,149.63,23.53,4.48,1.8,9.35,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Lower Sacramento,38.10879,-121.70175,21-03-RV02,North,Sacramento River near Rio Vista,10:10,277.35,23.4,7.35,1.33,7.05,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Cache Slough and Liberty Island,38.24167,-121.68394,21-03-CS05,North,Cache Slough/Liberty Island,11:16,151.75,23.25,4.95,1.8,9.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Suisun Marsh,38.18186,-121.99332,21-03-SM02,West,Suisun Marsh,10:41,13402.25,22.45,13.5,0.73,10.98,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Suisun Marsh,38.11953,-122.05706,21-03-SM04,West,Suisun Marsh,12:10,15768,22.75,17.38,0.59,3.48,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/10/2020,Mon,Lower Sacramento,38.07617,-121.75763,21-03-LSR01,West,Lower Sacramento River,11:32,1045.5,22.83,13.75,0.72,8.73,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Cache Slough and Liberty Island,38.26423,-121.69654,21-03-CS02,North,Cache Slough/Liberty Island,8:05,159.08,22.2,5.7,1.69,5.5,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Lower Sacramento,38.06616,-121.83642,21-03-LSR02,West,Lower Sacramento River,8:39,3822.1,21.28,15.35,0.81,8.13,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Suisun Marsh,38.17131,-122.03289,21-03-SM06,West,Suisun Marsh,8:53,15340,22.33,14.18,0.81,11.55,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Suisun Marsh,38.14227,-122.06094,21-03-SM05,West,Suisun Marsh,10:26,16157,21.68,22.78,0.62,10.38,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Lower Sacramento,38.06454,-121.77942,21-03-LSR03,West,Lower Sacramento River,9:52,1861,21.9,18.03,0.61,9.25,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Cache Slough and Liberty Island,38.30625,-121.66734,21-03-CS03,North,Cache Slough/Liberty Island,9:35,179.08,21.6,18.73,0.62,6.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/11/2020,Tue,Cache Slough and Liberty Island,38.25183,-121.67245,21-03-CS01,North,Cache Slough/Liberty Island,10:49,158.73,22.5,16.28,0.83,11.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Buoy line wrapped around net)
8/11/2020,Tue,Lower Sacramento,38.14206,-121.69061,21-03-RV03,North,Sacramento River near Rio Vista,11:09,159.98,23.15,6.62,1.65,7.43,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 2 was code 2 (Distance from site exceeded target distance, was 0.56 mi at stop)"
8/11/2020,Tue,Suisun Marsh,38.10764,-122.04636,21-03-GB01,West,Grizzly Bay,11:50,19778,20.7,31.55,0.43,2.6,Kodiak,2,10,U,DSM,1,49,n/p,n/p,n/p,DSM flash frozen for UCD
8/12/2020,Wed,Lower San Joaquin,38.02239,-121.75151,21-03-LSJ01,West,Lower San Joaquin River,8:25,1091.25,22.38,7.35,0.99,4.73,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/12/2020,Wed,Lower San Joaquin,38.02559,-121.72691,21-03-LSJ02,West,Lower San Joaquin River,9:34,902.75,22.58,8.17,1.05,5.55,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
8/12/2020,Wed,Lower San Joaquin,38.05933,-121.6777,21-03-SJT02,South ,San Joaquin River at Twitchell Island,10:41,705.25,22.9,7.88,1,7.93,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/12/2020,Wed,Suisun Bay,38.04131,-122.12745,21-03-SBW01,Far West,West Suisun Bay,8:33,22591.25,20.28,16.33,0.81,20.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/12/2020,Wed,Suisun Bay,38.06259,-122.05134,21-03-SBM01,West,Mid Suisun Bay,9:54,18619.5,20.9,12.03,0.83,7.9,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/12/2020,Wed,Suisun Bay,38.02779,-121.83865,21-03-CF01,West,Confluence,11:33,4934.5,21.83,9.12,1,13.98,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/12/2020,Wed,Sac Deep Water Shipping Channel,38.52462,-121.58431,21-03-USSC01,North,Upper Sacramento River Shipping Channel,8:41,967,23.88,17.53,0.63,10.33,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Buoy line wrapped around net)
8/12/2020,Wed,Sac Deep Water Shipping Channel,38.3944,-121.62024,21-03-LSSC01,North,Lower Sacramento River Shipping Channel,10:21,486.5,22.33,77.88,0.19,10.48,Kodiak,4,10,D,DSM,1,39,n/p,n/p,n/p,DSM flash frozen for UCD; 18 Wakagasi (63-82mm) retained for verification; Tow 1 was code 2 (Buoy line wrapped around net)
8/12/2020,Wed,Sac Deep Water Shipping Channel,38.24875,-121.66957,21-03-LSSC02,North,Lower Sacramento River Shipping Channel,12:09,159.15,22.65,11.25,1.3,9.75,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,"1 Wakasagi (73mm) retained for verification; Tow 4 was code 2 (Distance from site exceeded target distance, was 0.6 mi at stop)"
8/13/2020,Thurs,Lower San Joaquin,38.08159,-121.68124,21-03-SJT01,South ,San Joaquin River at Twitchell Island,8:40,372.35,23.73,9.29,1.17,9.38,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/13/2020,Thurs,Lower San Joaquin,38.10368,-121.62098,21-03-SJT03,South ,San Joaquin River at Twitchell Island,9:50,207.4,24.1,5.63,1.78,15.15,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/13/2020,Thurs,Lower San Joaquin,38.04762,-121.50434,21-03-PP01,South ,San Joaquin River at Prisoners Pt,11:12,204.4,24.93,6.25,1.8,9.43,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/13/2020,Thurs,Suisun Bay,38.0627,-122.10634,21-03-SBW03,Far West,West Suisun Bay,8:36,19465.25,21.05,11.52,0.88,11.45,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/13/2020,Thurs,Suisun Bay,38.05337,-122.07696,21-03-SBW02,Far West,West Suisun Bay,9:53,20518.75,21.1,10.92,1.03,10.15,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/13/2020,Thurs,Suisun Bay,38.07204,-121.95374,31-02-HB01,West,Honker Bay,11:21,12866,21.25,11.92,0.88,3.3,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/13/2020,Thurs,Sac Deep Water Shipping Channel,38.33749,-121.64625,21-03-LSSC04,North,Lower Sacramento River Shipping Channel,8:18,391.33,22.4,58.08,0.24,9.7,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"5 Wakasagi (69-80mm) retained for verification; Tow 4 was code 2 (Distance from site exceeded target distance, was 0.6 mi at stop)"
8/13/2020,Thurs,Sac Deep Water Shipping Channel,38.30822,-121.65359,21-03-LSSC05,North,Lower Sacramento River Shipping Channel,10:21,308.75,22.75,39.85,0.3,10.75,Kodiak,4,10,U,DSM,1,56,X,n/p,n/p,DSM flash frozen for UCD; 2 Wakasagi (68-72mm) retained for verification
8/13/2020,Thurs,Sac Deep Water Shipping Channel,38.21378,-121.66821,21-03-LSSC03,North,Lower Sacramento River Shipping Channel,10:29,162.1,22.65,8.06,1.78,13.1,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/17/2020,Mon,Lower San Joaquin,38.04231,-121.49607,21-04-PP03,South ,San Joaquin River at Prisoners Pt,11:37,205.8,26.45,5.58,1.79,9.38,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 4 was code 2 (Distance from site exceeded target distance, was over 120 ft at stop)"
8/17/2020,Mon,Lower San Joaquin,38.07707,-121.57079,21-04-PP01,South ,San Joaquin River at Twitchell Island,8:33,343.6,25.4,11.12,1.12,7.08,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 2-4 were code 2 (Partial blockage in net)
8/17/2020,Mon,Lower San Joaquin,38.07231,-121.56735,21-04-PP02,South ,San Joaquin River at Prisoners Pt,9:58,266,25.6,7.43,1.39,5.48,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1-3 were code 2 (Partial blockage in net)
8/17/2020,Mon,Cache Slough and Liberty Island,38.32039,-121.69282,21-04-CS01,North,Cache Slough/Liberty Island,8:03,234.65,24.9,8.28,1.2,5.25,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/17/2020,Mon,Cache Slough and Liberty Island,38.27319,-121.70538,21-04-CS03,North,Cache Slough/Liberty Island,9:17,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/17/2020,Mon,Cache Slough and Liberty Island,38.25453,-121.6883,21-04-CS04,North,Cache Slough/Liberty Island,9:27,170.7,24.9,5.7,1.8,7.08,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 3-4 were code 2 (Partial blockage in net)
8/17/2020,Mon,Cache Slough and Liberty Island,38.24255,-121.67957,21-04-CS02,North,Cache Slough/Liberty Island,10:39,176.03,25.53,10.35,1.5,8,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1-4 were code 2 (Partial blockage in net)
8/17/2020,Mon,Suisun Bay,38.06381,-122.0318,21-04-SBM03,West,Mid Suisun Bay,8:57,15455.5,22.9,17.18,0.8,12.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/17/2020,Mon,Suisun Bay,38.07138,-121.97956,21-04-SBM01,West,Mid Suisun Bay,10:09,11776.25,23.03,15.53,0.93,6.55,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/17/2020,Mon,Suisun Bay,38.0852,-122.03943,21-04-SBM02,West,Mid Suisun Bay,8:46,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Too shallow
8/17/2020,Mon,Suisun Bay,38.04642,-122.92134,21-04-CF01,West,Confluence,11:23,6598.75,23.5,9.94,1.41,16.23,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/18/2020,Tues,Lower San Joaquin,38.09027,-121.65283,21-04-SJT02,South ,San Joaquin River at Twitchell Island,7:12,809,25,6.82,1.55,14.18,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/18/2020,Tues,Lower San Joaquin,38.09941,-121.62439,21-04-SJT01,South ,San Joaquin River at Twitchell Island,8:29,434,25.25,12.23,1.12,9.68,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1-3 were code 2 (Partial blockage in net)
8/18/2020,Tues,Lower San Joaquin,38.01704,-122.77355,21-04-LSJ01,West,Lower San Joaquin River,10:50,1573,24.96,8.01,1.61,9.52,Kodiak,5,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 2 was code 3 (Heavy vegetation, sample discarded); Tows 1 and 5 were code 2 (Partial blockage in net)"
8/18/2020,Tues,Cache Slough and Liberty Island,38.23221,-121.67617,21-04-CS06,North,Cache Slough/Liberty Island,7:42,168.1,25.23,7.58,1.76,15.83,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1-4 were code 2 (Partial blockage in net)
8/18/2020,Tues,Cache Slough and Liberty Island,38.30394,-121.66714,21-04-CS05,North,Cache Slough/Liberty Island,8:59,186.1,25.78,7.76,1.6,5.55,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/18/2020,Tues,Cache Slough and Liberty Island,38.29211,-121.69267,21-04-CS07,North,Cache Slough/Liberty Island,10:25,210.35,25.38,4.61,1.8,6.3,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/18/2020,Tues,Suisun Bay,38.09471,-122.06502,21-04-SBM05,West,Mid Suisun Bay,8:08,19288.5,23.28,36.95,0.47,9.7,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/18/2020,Tues,Suisun Bay,38.05731,-121.97689,21-04-SBM04,West,Mid Suisun Bay,9:46,11440,23.28,20.68,0.85,10.85,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/18/2020,Tues,Suisun Bay,38.05852,-121.86517,21-04-CF02,West,Confluence,11:13,4306.5,24.13,11.11,1.17,6.13,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/19/2020,Weds,Lower Sacramento,38.17569,-121.66849,21-04-RV01,North,Sacramento River near Rio Vista,8:04,167.6,25.55,6.23,1.68,15.9,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Only 2 tows performed due to poor air quality. Remainder of sites at Eddo's and all sites at Rio Vista/Pittsburg not completed due to poor air quality leading to hazardous conditions. Sites will be made up later in the week.
8/20/2020,Thurs,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Kodiak,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Due to poor air quality, EDSM crews did not sample today"
8/21/2020,Friday,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Kodiak,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Due to poor air quality, EDSM crews did not sample today"
8/24/2020,Mon,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Kodiak,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Due to poor air quality, EDSM crews did not sample today"
8/25/2020,Tues,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Kodiak,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Due to poor air quality, EDSM crews did not sample today"
8/26/2020,Weds,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Kodiak,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Due to poor air quality, EDSM crews did not sample today"
8/27/2020,Thurs,Sac Deep Water Shipping Channel,38.56161,-121.55063,21-05-USSC02,North,Upper Sacramento River Shipping Channel,8:50,1221.5,25.33,5.74,1.61,10.68,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/27/2020,Thurs,Sac Deep Water Shipping Channel,38.52599,-121.58443,21-05-USSC01,North,Upper Sacramento River Shipping Channel,10:12,1028.5,24.53,15.25,0.63,10.4,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/27/2020,Thurs,Sac Deep Water Shipping Channel,38.26554,-121.66492,21-05-LSSC01,North,Upper Sacramento River Shipping Channel,12:05,172.15,22,14.15,0.88,8.58,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/27/2020,Thurs,Suisun Marsh,38.10572,-122.04972,21-05-GB01,West,Grizzly Bay,8:39,20748.25,21.1,27.18,0.47,3.7,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/27/2020,Thurs,Suisun Marsh,38.17953,-122.05517,21-05-SM01,West,Suisun Marsh,10:05,16908.5,22.33,62.75,0.29,6.33,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/27/2020,Thurs,Suisun Marsh,38.17783,-122.00831,21-05-SM02,West,Suisun Marsh,11:46,16904.75,22.83,30.43,0.51,7.13,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 4 was code 2 (Distance from site exceeded target distance, was 0.63 mi at stop)"
8/27/2020,Thurs,Lower San Joaquin,38.02182,-121.75081,21-05-LSJ01,West,Lower San Joaquin River,9:50,2392.75,23,6.52,1.5,4.2,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tows 3-4 were code 2 (Partial blockage in net)
8/27/2020,Thurs,Lower San Joaquin,38.02233,-121.72975,21-05-LSJ02,West,Lower San Joaquin River,9:22,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Too shallow
8/27/2020,Thurs,Lower San Joaquin,38.10264,-121.61867,21-05-SJT01,South ,San Joaquin River at Twitchell Island,11:23,419.7,23.65,9.15,1.44,11.85,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/27/2020,Thurs,Lower San Joaquin,38.09686,-121.57206,21-05-PP01,South ,San Joaquin River at Prisoners Pt,12:41,344.18,23.56,6.07,1.74,8.46,Kodiak,5,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tow 3 was code 3 (Total blockage)
8/28/2020,Friday,Suisun Bay,38.07747,-122.07964,21-05-SBW01,Far West,West Suisun Bay,8:17,21918,20.7,46.35,0.33,2.78,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Only 1 site performed at Pittsburg due to poor air quality. All sites at Eddo's not completed due to poor air quality 
8/28/2020,Friday,Cache Slough and Liberty Island,38.33298,-121.6672,21-05-CS01,North,Cache Slough/Liberty Island,7:48,207.83,21.4,19.68,0.6,5.73,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 2 was code 2 (Tow ended early due to snag in net) 
8/28/2020,Friday,Cache Slough and Liberty Island,38.2573,-121.6714,21-05-CS02,North,Cache Slough/Liberty Island,9:13,173.43,21.1,17.03,0.92,8.35,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1-4 were code 2 (Partial blockage in net)
8/28/2020,Friday,Cache Slough and Liberty Island,38.26368,-121.69618,21-05-CS03,North,Cache Slough/Liberty Island,10:20,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/28/2020,Friday,Cache Slough and Liberty Island,38.27944,-121.71104,21-05-CS04,North,Cache Slough/Liberty Island,10:25,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/28/2020,Friday,Cache Slough and Liberty Island,38.3094,-121.69291,21-05-CS05,North,Cache Slough/Liberty Island,10:50,241.58,22.4,9.6,1.17,6.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1 and 2 were code 2 (Partial twist in net)
8/31/2020,Mon,Suisun Bay,38.04571,-121.88628,21-06-CF01,West,Confluence,7:58,10179.5,21.25,21.7,0.7,16.55,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Reduced to 3 minutes; strong current pulled bars under); Only 2 tows performed due to strong current
8/31/2020,Mon,Suisun Bay,38.05022,-122.09451,21-06-SBW03,Far West,West Suisun Bay,9:46,20326.5,20.35,28.25,0.56,13.3,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"Only 1 site performed at Pittsburg due to poor air quality, sites will be made up later in the week"
8/31/2020,Mon,Cache Slough and Liberty Island,38.31882,-121.69287,21-06-CS01,North,Cache Slough/Liberty Island,8:06,239.93,21.4,9.86,1.05,4.83,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/31/2020,Mon,Cache Slough and Liberty Island,38.27217,-121.7654,21-06-CS02,North,Cache Slough/Liberty Island,9:27,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/31/2020,Mon,Cache Slough and Liberty Island,38.23491,-121.68133,21-06-CS03,North,Cache Slough/Liberty Island,10:46,171.53,21.18,6.34,1.80+,11.7,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/31/2020,Mon,Cache Slough and Liberty Island,38.25587,-121.68926,21-06-CS04,North,Cache Slough/Liberty Island,9:35,170.23,21,6.68,1.80+,8.4,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/31/2020,Mon,Lower Sacramento,38.07769,-121.75837,21-06-LSR01,West,Lower Sacramento River,8:27,854,21.7,19.78,0.69,8.35,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/31/2020,Mon,Lower Sacramento,38.11631,-121.70296,21-06-RV02,North,Sacramento River near Rio Vista,9:46,185.35,22.03,10.92,1.56,6.68,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
