# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-11-18 16:38:05 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455478 SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455478
#            TS   parameter     Description
#         16209       00010     Temperature, water, degrees Celsius, [HYDRO EXO]
#         16210       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, [HYDRO EXO]
#         16212       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), MEDIAN TS087: YSI model 6136
#         16214       00010     Temperature, water, degrees Celsius, BGC PROJECT
#         16215       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, BGC PROJECT
#         16218       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), BGC PROJECT
#        248800       32316     Chlorophyll fluorescence (fChl), water, in situ, concentration estimated from reference material, micrograms per liter as chlorophyll, BGC PROJECT
#        257815       00480     Salinity, water, unfiltered, parts per thousand, BGC PROJECT
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	16214_00010	16214_00010_cd	16215_00095	16215_00095_cd	16218_63680	16218_63680_cd	248800_32316	248800_32316_cd	257815_00480	257815_00480_cd
USGS	11455478	2020-08-12 10:00	PST	22.5	P	322	P	7.3	P	2.2	P	0.1	P
USGS	11455478	2020-08-12 10:15	PST	22.6	P	323	P	6.7	P	2.3	P	0.1	P
USGS	11455478	2020-08-12 10:30	PST	22.6	P	327	P	6.8	P	2.3	P	0.1	P
USGS	11455478	2020-08-12 10:45	PST	22.6	P	331	P	7.1	P	2.3	P	0.1	P
USGS	11455478	2020-08-12 11:00	PST	22.6	P	331	P	7.0	P	2.3	P	0.1	P
USGS	11455478	2020-08-12 11:15	PST	22.6	P	332	P	7.3	P	2.4	P	0.1	P
USGS	11455478	2020-08-12 11:30	PST	22.6	P	339	P	7.4	P	2.3	P	0.1	P
USGS	11455478	2020-08-12 11:45	PST	22.5	P	342	P	7.8	P	2.3	P	0.2	P
USGS	11455478	2020-08-12 12:00	PST	22.5	P	344	P	7.5	P	2.3	P	0.2	P
USGS	11455478	2020-08-12 12:15	PST	22.5	P	344	P	7.9	P	2.2	P	0.2	P
USGS	11455478	2020-08-12 12:30	PST	22.6	P	345	P	7.6	P	2.3	P	0.2	P
USGS	11455478	2020-08-12 12:45	PST	22.6	P	336	P	6.9	P	2.5	P	0.1	P
USGS	11455478	2020-08-12 13:00	PST	22.7	P	337	P	6.7	P	2.5	P	0.1	P
USGS	11455478	2020-08-12 13:15	PST	22.7	P	325	P	6.3	P	2.5	P	0.1	P
USGS	11455478	2020-08-12 13:30	PST	22.7	P	320	P	6.0	P	2.8	P	0.1	P
USGS	11455478	2020-08-12 13:45	PST	22.8	P	313	P	5.4	P	3.3	P	0.1	P
USGS	11455478	2020-08-12 14:00	PST	22.8	P	308	P	5.4	P	2.7	P	0.1	P
USGS	11455478	2020-08-12 14:15	PST	23.0	P	307	P	4.9	P	3.1	P	0.1	P
USGS	11455478	2020-08-12 14:30	PST	23.2	P	302	P	4.8	P	3.1	P	0.1	P
USGS	11455478	2020-08-12 14:45	PST	23.8	P	298	P	4.4	P	3.4	P	0.1	P
USGS	11455478	2020-08-12 15:00	PST	23.2	P	274	P	4.2	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 15:15	PST	23.3	P	272	P	4.2	P	2.7	P	0.1	P
USGS	11455478	2020-08-12 15:30	PST	23.5	P	260	P	3.5	P	2.7	P	0.1	P
USGS	11455478	2020-08-12 15:45	PST	23.2	P	263	P	3.8	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 16:00	PST	23.3	P	261	P	3.6	P	2.7	P	0.1	P
USGS	11455478	2020-08-12 16:15	PST	23.2	P	261	P	3.8	P	2.5	P	0.1	P
USGS	11455478	2020-08-12 16:30	PST	23.2	P	266	P	3.8	P	2.7	P	0.1	P
USGS	11455478	2020-08-12 16:45	PST	23.3	P	269	P	3.8	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 17:00	PST	23.3	P	276	P	3.6	P	2.8	P	0.1	P
USGS	11455478	2020-08-12 17:15	PST	23.4	P	276	P	3.6	P	2.9	P	0.1	P
USGS	11455478	2020-08-12 17:30	PST	23.4	P	282	P	4.5	P	2.7	P	0.1	P
USGS	11455478	2020-08-12 17:45	PST	23.2	P	273	P	3.8	P	2.8	P	0.1	P
USGS	11455478	2020-08-12 18:00	PST	23.2	P	278	P	5.2	P	2.8	P	0.1	P
USGS	11455478	2020-08-12 18:15	PST	23.1	P	286	P	4.6	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 18:30	PST	23.0	P	296	P	5.2	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 18:45	PST	23.0	P	317	P	6.4	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 19:00	PST	22.9	P	317	P	6.8	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 19:15	PST	22.8	P	329	P	7.6	P	2.6	P	0.1	P
USGS	11455478	2020-08-12 19:30	PST	22.8	P	392	P	8.4	P	2.5	P	0.2	P
USGS	11455478	2020-08-12 19:45	PST	22.8	P	426	P	7.2	P	2.3	P	0.2	P
USGS	11455478	2020-08-12 20:00	PST	22.4	P	636	P	9.3	P	2.0	P	0.3	P
USGS	11455478	2020-08-12 20:15	PST	22.2	P	1070	P	13.7	P	2.1	P	0.5	P
USGS	11455478	2020-08-12 20:30	PST	22.1	P	1380	P	16.5	P	2.0	P	0.7	P
USGS	11455478	2020-08-12 20:45	PST	22.1	P	1430	P	15.9	P	2.1	P	0.7	P
USGS	11455478	2020-08-12 21:00	PST	22.2	P	1300	P	14.3	P	2.1	P	0.6	P
USGS	11455478	2020-08-12 21:15	PST	22.1	P	1520	P	13.7	P	2.1	P	0.7	P
USGS	11455478	2020-08-12 21:30	PST	21.9	P	2040	P	15.3	P	2.0	P	1.0	P
USGS	11455478	2020-08-12 21:45	PST	21.9	P	2190	P	13.4	P	2.0	P	1.1	P
USGS	11455478	2020-08-12 22:00	PST	21.9	P	2410	P	12.7	P	1.9	P	1.2	P
USGS	11455478	2020-08-12 22:15	PST	21.8	P	2730	P	14.1	P	1.8	P	1.4	P
USGS	11455478	2020-08-12 22:30	PST	21.8	P	2820	P	12.4	P	1.9	P	1.4	P
USGS	11455478	2020-08-12 22:45	PST	21.9	P	2920	P	10.1	P	1.9	P	1.5	P
USGS	11455478	2020-08-12 23:00	PST	21.8	P	2870	P	10.7	P	1.9	P	1.5	P
USGS	11455478	2020-08-12 23:15	PST	21.9	P	2980	P	8.5	P	1.9	P	1.5	P
USGS	11455478	2020-08-12 23:30	PST	21.8	P	2800	P	8.4	P	1.8	P	1.4	P
USGS	11455478	2020-08-12 23:45	PST	21.8	P	2660	P	9.1	P	1.7	P	1.4	P
USGS	11455478	2020-08-13 00:00	PST	21.8	P	2680	P	8.3	P	1.7	P	1.4	P
USGS	11455478	2020-08-13 00:15	PST	21.8	P	2280	P	7.9	P	1.6	P	1.1	P
USGS	11455478	2020-08-13 00:30	PST	21.8	P	2080	P	7.3	P	1.7	P	1.0	P
USGS	11455478	2020-08-13 00:45	PST	21.9	P	1740	P	7.6	P	1.6	P	0.9	P
USGS	11455478	2020-08-13 01:00	PST	21.9	P	1540	P	7.8	P	1.6	P	0.8	P
USGS	11455478	2020-08-13 01:15	PST	22.1	P	1020	P	7.2	P	1.6	P	0.5	P
USGS	11455478	2020-08-13 01:30	PST	22.1	P	963	P	10.1	P	1.7	P	0.5	P
USGS	11455478	2020-08-13 01:45	PST	22.2	P	889	P	10.3	P	1.7	P	0.4	P
USGS	11455478	2020-08-13 02:00	PST	22.3	P	776	P	9.6	P	1.8	P	0.4	P
USGS	11455478	2020-08-13 02:15	PST	22.4	P	666	P	10.0	P	1.8	P	0.3	P
USGS	11455478	2020-08-13 02:30	PST	22.5	P	518	P	11.5	P	2.0	P	0.2	P
USGS	11455478	2020-08-13 02:45	PST	22.6	P	386	P	10.8	P	2.2	P	0.2	P
USGS	11455478	2020-08-13 03:00	PST	22.7	P	320	P	12.9	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 03:15	PST	22.8	P	305	P	10.0	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 03:30	PST	22.8	P	291	P	9.3	P	2.2	P	0.1	P
USGS	11455478	2020-08-13 03:45	PST	22.8	P	285	P	9.1	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 04:00	PST	22.9	P	284	P	9.0	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 04:15	PST	22.9	P	285	P	8.7	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 04:30	PST	23.0	P	274	P	9.0	P	2.5	P	0.1	P
USGS	11455478	2020-08-13 04:45	PST	23.0	P	266	P	8.3	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 05:00	PST	23.0	P	236	P	8.6	P	2.6	P	0.1	P
USGS	11455478	2020-08-13 05:15	PST	23.1	P	216	P	8.8	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 05:30	PST	23.1	P	198	P	7.0	P	2.2	P	0.1	P
USGS	11455478	2020-08-13 05:45	PST	23.1	P	185	P	6.6	P	2.1	P	0.1	P
USGS	11455478	2020-08-13 06:00	PST	23.1	P	177	P	6.3	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 06:15	PST	23.2	P	173	P	6.0	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 06:30	PST	23.2	P	170	P	5.5	P	1.9	P	0.1	P
USGS	11455478	2020-08-13 06:45	PST	23.2	P	166	P	6.0	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 07:00	PST	23.2	P	164	P	6.2	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 07:15	PST	23.2	P	163	P	5.0	P	1.9	P	0.1	P
USGS	11455478	2020-08-13 07:30	PST	23.2	P	163	P	4.8	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 07:45	PST	23.2	P	164	P	3.9	P	1.9	P	0.1	P
USGS	11455478	2020-08-13 08:00	PST	23.2	P	164	P	3.2	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 08:15	PST	23.2	P	169	P	3.0	P	1.9	P	0.1	P
USGS	11455478	2020-08-13 08:30	PST	23.2	P	166	P	2.7	P	1.9	P	0.1	P
USGS	11455478	2020-08-13 08:45	PST	23.2	P	167	P	2.8	P	2.0	P	0.1	P
USGS	11455478	2020-08-13 09:00	PST	23.2	P	169	P	2.8	P	2.1	P	0.1	P
USGS	11455478	2020-08-13 09:15	PST	23.2	P	175	P	3.2	P	2.1	P	0.1	P
USGS	11455478	2020-08-13 09:30	PST	23.2	P	184	P	3.6	P	2.1	P	0.1	P
USGS	11455478	2020-08-13 09:45	PST	23.1	P	202	P	4.9	P	2.1	P	0.1	P
USGS	11455478	2020-08-13 10:00	PST	23.1	P	199	P	4.5	P	2.1	P	0.1	P
USGS	11455478	2020-08-13 10:15	PST	23.1	P	223	P	5.6	P	2.2	P	0.1	P
USGS	11455478	2020-08-13 10:30	PST	23.0	P	240	P	5.6	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 10:45	PST	23.0	P	255	P	6.1	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 11:00	PST	23.0	P	270	P	6.3	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 11:15	PST	23.0	P	281	P	7.2	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 11:30	PST	23.0	P	283	P	7.0	P	2.5	P	0.1	P
USGS	11455478	2020-08-13 11:45	PST	22.9	P	294	P	8.0	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 12:00	PST	22.9	P	297	P	7.7	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 12:15	PST	22.9	P	312	P	8.3	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 12:30	PST	22.9	P	346	P	7.5	P	2.5	P	0.2	P
USGS	11455478	2020-08-13 12:45	PST	22.9	P	372	P	7.5	P	2.7	P	0.2	P
USGS	11455478	2020-08-13 13:00	PST	22.9	P	345	P	7.4	P	2.8	P	0.2	P
USGS	11455478	2020-08-13 13:15	PST	22.8	P	432	P	7.8	P	3.0	P	0.2	P
USGS	11455478	2020-08-13 13:30	PST	22.8	P	409	P	8.2	P	2.7	P	0.2	P
USGS	11455478	2020-08-13 13:45	PST	22.8	P	426	P	7.6	P	2.5	P	0.2	P
USGS	11455478	2020-08-13 14:00	PST	22.7	P	522	P	8.3	P	2.2	P	0.2	P
USGS	11455478	2020-08-13 14:15	PST	22.8	P	442	P	7.7	P	2.4	P	0.2	P
USGS	11455478	2020-08-13 14:30	PST	22.7	P	476	P	8.0	P	2.3	P	0.2	P
USGS	11455478	2020-08-13 14:45	PST	22.9	P	459	P	7.1	P	2.7	P	0.2	P
USGS	11455478	2020-08-13 15:00	PST	23.0	P	415	P	7.0	P	3.5	P	0.2	P
USGS	11455478	2020-08-13 15:15	PST	23.0	P	394	P	6.8	P	2.4	P	0.2	P
USGS	11455478	2020-08-13 15:30	PST	23.1	P	348	P	6.2	P	2.6	P	0.2	P
USGS	11455478	2020-08-13 15:45	PST	23.2	P	304	P	5.4	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 16:00	PST	23.0	P	316	P	4.6	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 16:15	PST	23.6	P	261	P	4.2	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 16:30	PST	23.8	P	250	P	3.8	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 16:45	PST	24.0	P	250	P	3.8	P	2.2	P	0.1	P
USGS	11455478	2020-08-13 17:00	PST	23.5	P	266	P	3.9	P	2.3	P	0.1	P
USGS	11455478	2020-08-13 17:15	PST	23.7	P	265	P	3.4	P	2.5	P	0.1	P
USGS	11455478	2020-08-13 17:30	PST	23.6	P	274	P	3.4	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 17:45	PST	23.5	P	273	P	3.4	P	2.4	P	0.1	P
USGS	11455478	2020-08-13 18:00	PST	23.6	P	281	P	3.2	P	2.7	P	0.1	P
USGS	11455478	2020-08-13 18:15	PST	23.4	P	285	P	3.4	P	2.5	P	0.1	P
USGS	11455478	2020-08-13 18:30	PST	23.4	P	291	P	3.4	P	2.6	P	0.1	P
USGS	11455478	2020-08-13 18:45	PST	23.4	P	301	P	3.6	P	2.8	P	0.1	P
USGS	11455478	2020-08-13 19:00	PST	23.3	P	300	P	3.8	P	2.9	P	0.1	P
USGS	11455478	2020-08-13 19:15	PST	23.6	P	321	P	4.3	P	2.7	P	0.1	P
USGS	11455478	2020-08-13 19:30	PST	23.2	P	346	P	4.5	P	2.7	P	0.2	P
USGS	11455478	2020-08-13 19:45	PST	23.2	P	344	P	5.5	P	2.4	P	0.2	P
USGS	11455478	2020-08-13 20:00	PST	23.1	P	394	P	5.4	P	2.7	P	0.2	P
USGS	11455478	2020-08-13 20:15	PST	23.0	P	441	P	5.8	P	2.6	P	0.2	P
USGS	11455478	2020-08-13 20:30	PST	22.9	P	513	P	5.9	P	2.6	P	0.2	P
USGS	11455478	2020-08-13 20:45	PST	22.9	P	690	P	6.5	P	2.8	P	0.3	P
USGS	11455478	2020-08-13 21:00	PST	23.0	P	729	P	6.2	P	2.6	P	0.3	P
USGS	11455478	2020-08-13 21:15	PST	22.7	P	1100	P	10.1	P	2.4	P	0.5	P
USGS	11455478	2020-08-13 21:30	PST	22.6	P	1280	P	8.9	P	2.2	P	0.6	P
USGS	11455478	2020-08-13 21:45	PST	22.5	P	1560	P	8.3	P	2.1	P	0.8	P
USGS	11455478	2020-08-13 22:00	PST	22.2	P	2260	P	10.9	P	1.8	P	1.1	P
USGS	11455478	2020-08-13 22:15	PST	22.2	P	2030	P	8.9	P	1.8	P	1.0	P
USGS	11455478	2020-08-13 22:30	PST	22.4	P	1720	P	6.5	P	1.9	P	0.8	P
USGS	11455478	2020-08-13 22:45	PST	22.4	P	2290	P	7.1	P	2.0	P	1.2	P
USGS	11455478	2020-08-13 23:00	PST	22.4	P	2370	P	7.0	P	2.1	P	1.2	P
USGS	11455478	2020-08-13 23:15	PST	22.2	P	2950	P	8.4	P	2.1	P	1.5	P
USGS	11455478	2020-08-13 23:30	PST	22.2	P	3220	P	8.3	P	2.2	P	1.7	P
USGS	11455478	2020-08-13 23:45	PST	22.3	P	3290	P	7.8	P	2.2	P	1.7	P
USGS	11455478	2020-08-14 00:00	PST	22.2	P	3400	P	6.7	P	1.9	P	1.8	P
USGS	11455478	2020-08-14 00:15	PST	22.2	P	3400	P	5.8	P	2.0	P	1.8	P
USGS	11455478	2020-08-14 00:30	PST	22.2	P	3250	P	6.2	P	1.8	P	1.7	P
USGS	11455478	2020-08-14 00:45	PST	22.3	P	3100	P	5.8	P	1.9	P	1.6	P
USGS	11455478	2020-08-14 01:00	PST	22.4	P	2920	P	5.8	P	1.9	P	1.5	P
USGS	11455478	2020-08-14 01:15	PST	22.3	P	2480	P	5.6	P	1.8	P	1.3	P
USGS	11455478	2020-08-14 01:30	PST	22.3	P	2350	P	5.7	P	1.8	P	1.2	P
USGS	11455478	2020-08-14 01:45	PST	22.3	P	1970	P	8.0	P	1.8	P	1.0	P
USGS	11455478	2020-08-14 02:00	PST	22.3	P	1630	P	7.1	P	1.8	P	0.8	P
USGS	11455478	2020-08-14 02:15	PST	22.5	P	1310	P	8.4	P	2.0	P	0.6	P
USGS	11455478	2020-08-14 02:30	PST	22.6	P	1110	P	10.3	P	2.1	P	0.5	P
USGS	11455478	2020-08-14 02:45	PST	22.7	P	929	P	14.0	P	2.4	P	0.4	P
USGS	11455478	2020-08-14 03:00	PST	22.8	P	829	P	12.4	P	2.4	P	0.4	P
USGS	11455478	2020-08-14 03:15	PST	22.9	P	703	P	11.3	P	2.4	P	0.3	P
USGS	11455478	2020-08-14 03:30	PST	23.0	P	542	P	13.5	P	2.5	P	0.2	P
USGS	11455478	2020-08-14 03:45	PST	23.1	P	361	P	13.0	P	2.5	P	0.2	P
USGS	11455478	2020-08-14 04:00	PST	23.2	P	325	P	11.4	P	2.5	P	0.1	P
USGS	11455478	2020-08-14 04:15	PST	23.2	P	305	P	9.4	P	2.4	P	0.1	P
USGS	11455478	2020-08-14 04:30	PST	23.3	P	288	P	8.7	P	2.4	P	0.1	P
USGS	11455478	2020-08-14 04:45	PST	23.3	P	281	P	8.3	P	2.3	P	0.1	P
USGS	11455478	2020-08-14 05:00	PST	23.4	P	278	P	7.5	P	2.4	P	0.1	P
USGS	11455478	2020-08-14 05:15	PST	23.4	P	269	P	7.6	P	2.3	P	0.1	P
USGS	11455478	2020-08-14 05:30	PST	23.5	P	262	P	6.7	P	2.1	P	0.1	P
USGS	11455478	2020-08-14 05:45	PST	23.5	P	247	P	6.6	P	2.1	P	0.1	P
USGS	11455478	2020-08-14 06:00	PST	23.5	P	232	P	7.1	P	2.0	P	0.1	P
USGS	11455478	2020-08-14 06:15	PST	23.6	P	213	P	6.2	P	1.9	P	0.1	P
USGS	11455478	2020-08-14 06:30	PST	23.6	P	196	P	6.0	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 06:45	PST	23.6	P	185	P	6.1	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 07:00	PST	23.6	P	176	P	5.5	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 07:15	PST	23.6	P	170	P	5.7	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 07:30	PST	23.6	P	167	P	5.6	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 07:45	PST	23.7	P	166	P	4.7	P	1.7	P	0.1	P
USGS	11455478	2020-08-14 08:00	PST	23.7	P	165	P	5.1	P	1.7	P	0.1	P
USGS	11455478	2020-08-14 08:15	PST	23.7	P	165	P	4.2	P	1.7	P	0.1	P
USGS	11455478	2020-08-14 08:30	PST	23.7	P	165	P	4.2	P	1.7	P	0.1	P
USGS	11455478	2020-08-14 08:45	PST	23.7	P	165	P	4.3	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 09:00	PST	23.7	P	164	P	3.2	P	1.7	P	0.1	P
USGS	11455478	2020-08-14 09:15	PST	23.7	P	165	P	3.4	P	1.6	P	0.1	P
USGS	11455478	2020-08-14 09:30	PST	23.8	P	165	P	3.2	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 09:45	PST	23.8	P	166	P	2.9	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 10:00	PST	23.8	P	168	P	2.7	P	1.9	P	0.1	P
USGS	11455478	2020-08-14 10:15	PST	23.7	P	178	P	3.5	P	1.8	P	0.1	P
USGS	11455478	2020-08-14 10:30	PST	23.7	P	195	P	4.3	P	1.9	P	0.1	P
USGS	11455478	2020-08-14 10:45	PST	23.6	P	233	P	6.1	P	1.9	P	0.1	P
USGS	11455478	2020-08-14 11:00	PST	23.6	P	268	P	6.4	P	1.9	P	0.1	P
USGS	11455478	2020-08-14 11:15	PST	23.6	P	250	P	6.8	P	1.9	P	0.1	P
USGS	11455478	2020-08-14 11:30	PST	23.5	P	255	P	7.8	P	2.0	P	0.1	P
USGS	11455478	2020-08-14 11:45	PST	23.5	P	273	P	7.9	P	2.2	P	0.1	P
USGS	11455478	2020-08-14 12:00	PST	23.5	P	281	P	7.2	P	2.1	P	0.1	P
USGS	11455478	2020-08-14 12:15	PST	23.5	P	303	P	7.3	P	2.2	P	0.1	P
USGS	11455478	2020-08-14 12:30	PST	23.4	P	333	P	8.7	P	2.1	P	0.1	P
USGS	11455478	2020-08-14 12:45	PST	23.3	P	360	P	10.7	P	2.1	P	0.2	P
USGS	11455478	2020-08-14 13:00	PST	23.6	P	339	P	9.5	P	2.4	P	0.1	P
USGS	11455478	2020-08-14 13:15	PST	23.6	P	328	P	8.8	P	2.4	P	0.1	P
USGS	11455478	2020-08-14 13:30	PST	23.3	P	437	P	10.5	P	2.4	P	0.2	P
USGS	11455478	2020-08-14 13:45	PST	23.3	P	460	P	10.8	P	2.3	P	0.2	P
USGS	11455478	2020-08-14 14:00	PST	23.7	P	455	P	8.1	P	2.5	P	0.2	P
USGS	11455478	2020-08-14 14:15	PST	23.3	P	618	P	10.6	P	2.1	P	0.3	P
USGS	11455478	2020-08-14 14:30	PST	23.0	P	853	P	11.8	P	2.0	P	0.4	P
USGS	11455478	2020-08-14 14:45	PST	23.0	P	886	P	10.8	P	2.0	P	0.4	P
USGS	11455478	2020-08-14 15:00	PST	23.0	P	854	P	10.6	P	2.2	P	0.4	P
USGS	11455478	2020-08-14 15:15	PST	23.2	P	673	P	9.8	P	2.5	P	0.3	P
USGS	11455478	2020-08-14 15:30	PST	23.4	P	794	P	8.4	P	2.7	P	0.4	P
USGS	11455478	2020-08-14 15:45	PST	23.4	P	846	P	7.6	P	2.6	P	0.4	P
USGS	11455478	2020-08-14 16:00	PST	23.3	P	723	P	7.2	P	2.2	P	0.3	P
USGS	11455478	2020-08-14 16:15	PST	23.4	P	707	P	7.0	P	2.3	P	0.3	P
USGS	11455478	2020-08-14 16:30	PST	23.4	P	650	P	7.5	P	2.5	P	0.3	P
USGS	11455478	2020-08-14 16:45	PST	23.9	P	544	P	6.6	P	3.0	P	0.2	P
USGS	11455478	2020-08-14 17:00	PST	24.0	P	410	P	7.0	P	3.3	P	0.2	P
USGS	11455478	2020-08-14 17:15	PST	24.2	P	366	P	5.1	P	2.2	P	0.2	P
USGS	11455478	2020-08-14 17:30	PST	25.0	P	398	P	4.5	P	3.6	P	0.2	P
USGS	11455478	2020-08-14 17:45	PST	24.6	P	313	P	4.5	P	2.2	P	0.1	P
USGS	11455478	2020-08-14 18:00	PST	24.5	P	371	P	3.8	P	3.2	P	0.2	P
USGS	11455478	2020-08-14 18:15	PST	24.4	P	319	P	4.3	P	3.0	P	0.1	P
USGS	11455478	2020-08-14 18:30	PST	24.2	P	317	P	4.4	P	2.4	P	0.1	P
USGS	11455478	2020-08-14 18:45	PST	24.6	P	301	P	4.0	P	2.9	P	0.1	P
USGS	11455478	2020-08-14 19:00	PST	24.5	P	308	P	4.4	P	3.2	P	0.1	P
USGS	11455478	2020-08-14 19:15	PST	24.2	P	312	P	4.1	P	2.7	P	0.1	P
USGS	11455478	2020-08-14 19:30	PST	24.3	P	313	P	4.4	P	3.3	P	0.1	P
USGS	11455478	2020-08-14 19:45	PST	24.2	P	327	P	4.0	P	3.5	P	0.1	P
USGS	11455478	2020-08-14 20:00	PST	24.1	P	364	P	3.8	P	3.2	P	0.2	P
USGS	11455478	2020-08-14 20:15	PST	24.3	P	356	P	3.6	P	3.4	P	0.2	P
USGS	11455478	2020-08-14 20:30	PST	24.1	P	408	P	5.6	P	3.6	P	0.2	P
USGS	11455478	2020-08-14 20:45	PST	23.7	P	486	P	6.1	P	2.8	P	0.2	P
USGS	11455478	2020-08-14 21:00	PST	23.6	P	580	P	5.9	P	2.8	P	0.3	P
USGS	11455478	2020-08-14 21:15	PST	23.6	P	697	P	6.3	P	3.3	P	0.3	P
USGS	11455478	2020-08-14 21:30	PST	23.6	P	740	P	6.4	P	3.2	P	0.3	P
USGS	11455478	2020-08-14 21:45	PST	23.5	P	918	P	7.8	P	3.2	P	0.4	P
USGS	11455478	2020-08-14 22:00	PST	23.1	P	1380	P	11.8	P	2.6	P	0.7	P
USGS	11455478	2020-08-14 22:15	PST	23.2	P	1400	P	7.5	P	2.4	P	0.7	P
USGS	11455478	2020-08-14 22:30	PST	23.0	P	1740	P	10.3	P	2.2	P	0.9	P
USGS	11455478	2020-08-14 22:45	PST	22.8	P	2070	P	10.0	P	2.1	P	1.0	P
USGS	11455478	2020-08-14 23:00	PST	22.9	P	1970	P	8.2	P	2.2	P	1.0	P
USGS	11455478	2020-08-14 23:15	PST	22.8	P	2250	P	8.5	P	2.0	P	1.1	P
USGS	11455478	2020-08-14 23:30	PST	23.0	P	2390	P	6.8	P	2.2	P	1.2	P
USGS	11455478	2020-08-14 23:45	PST	22.6	P	3430	P	9.7	P	2.0	P	1.8	P
USGS	11455478	2020-08-15 00:00	PST	22.5	P	3870	P	9.3	P	2.0	P	2.0	P
USGS	11455478	2020-08-15 00:15	PST	22.5	P	3800	P	8.6	P	2.2	P	2.0	P
USGS	11455478	2020-08-15 00:30	PST	22.5	P	3890	P	8.4	P	2.2	P	2.0	P
USGS	11455478	2020-08-15 00:45	PST	22.5	P	3930	P	7.6	P	2.2	P	2.1	P
USGS	11455478	2020-08-15 01:00	PST	22.6	P	4130	P	5.2	P	2.0	P	2.2	P
USGS	11455478	2020-08-15 01:15	PST	22.7	P	4060	P	4.9	P	2.1	P	2.1	P
USGS	11455478	2020-08-15 01:30	PST	22.6	P	3880	P	4.9	P	1.9	P	2.0	P
USGS	11455478	2020-08-15 01:45	PST	22.6	P	3820	P	5.2	P	2.0	P	2.0	P
USGS	11455478	2020-08-15 02:00	PST	22.6	P	3500	P	6.2	P	1.9	P	1.8	P
USGS	11455478	2020-08-15 02:15	PST	22.8	P	2820	P	5.4	P	1.7	P	1.4	P
