station,collected_by,date,time_pst,kingdom,phylum,class,genus,taxon,phyto_form,organisms_per_ml,cells_per_ml,biovolume_per_ml
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,153.3,153.3,4762.1
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Chromista,Ochrophyta,Chrysophyceae,Ochromonas,Ochromonas sp.,i,76.7,76.7,2569
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,306.6,306.6,69125.3
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,306.6,306.6,34969.8
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,28901.4,57802.8,10404.5
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,c,1686.6,2146.5,132227.6
EMP_NZEZ2,EMP,2021-08-17,14:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena cf. mucicola,f,383.3,1149.9,7172.8
STN_801,STN,2021-08-18,07:38:00,Chromista,Bacillariophyta,Mediophyceae,Acanthoceras,Acanthoceras sp.,i,63.9,63.9,8429.4
STN_801,STN,2021-08-18,07:38:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,63.9,63.9,32113.2
STN_801,STN,2021-08-18,07:38:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,cf. Nitzschia sp.,i,63.9,63.9,138949.6
STN_801,STN,2021-08-18,07:38:00,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria sp.,i,63.9,63.9,22679
STN_801,STN,2021-08-18,07:38:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,255.5,255.5,52663.5
STN_801,STN,2021-08-18,07:38:00,Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,Aphanizomenon sp.,f,63.9,3194.2,192330.1
STN_801,STN,2021-08-18,07:38:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,25042.8,50085.5,9015.4
STN_801,STN,2021-08-18,07:38:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,i,191.7,191.7,11097.9
STN_801,STN,2021-08-18,07:38:00,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena cf. mucicola,f,63.9,191.7,846.7
EMP_NZ028,EMP,2021-08-19,12:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,121,121,37823.2
EMP_NZ028,EMP,2021-08-19,12:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,121,121,5941755
EMP_NZ028,EMP,2021-08-19,12:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,49628.3,99256.5,17866.2
EMP_NZS42,EMP,2021-08-19,13:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,80.7,80.7,129107
EMP_NZS42,EMP,2021-08-19,13:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,80.7,80.7,26693
EMP_NZS42,EMP,2021-08-19,13:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,32601.3,65202.7,11736.5
EMP_NZ032,EMP,2021-08-19,14:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,Coscinodiscus sp.,i,82.1,82.1,3902884.2
EMP_NZ032,EMP,2021-08-19,14:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,164.3,164.3,35325.9
EMP_NZ032,EMP,2021-08-19,14:30:00,Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium contortum,i,82.1,82.1,2236.4
EMP_NZ032,EMP,2021-08-19,14:30:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,82.1,82.1,16101.8
EMP_NZ032,EMP,2021-08-19,14:30:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,82.1,82.1,6271.5
EMP_NZ032,EMP,2021-08-19,14:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,32526.4,65052.8,11709.5
EMP_NZ032,EMP,2021-08-19,14:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,i,82.1,82.1,2178.4
EMP_NZ032,EMP,2021-08-19,14:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena sp.,f,82.1,985.6,5016.3
FMWT_606,FMWT,2021-09-07,10:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,76.7,76.7,68002.4
FMWT_606,FMWT,2021-09-07,10:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,536.6,536.6,85394.6
FMWT_606,FMWT,2021-09-07,10:40:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,76.7,76.7,70822.6
FMWT_606,FMWT,2021-09-07,10:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,153.3,153.3,34270.4
FMWT_606,FMWT,2021-09-07,10:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,30128,60256,10846.1
FMWT_605,FMWT,2021-09-07,11:18:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,250.9,250.9,63056.1
FMWT_605,FMWT,2021-09-07,11:18:00,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,Chlamydomonas sp.,i,83.6,83.6,29422.9
FMWT_605,FMWT,2021-09-07,11:18:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,418.2,418.2,7868.2
FMWT_605,FMWT,2021-09-07,11:18:00,Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,cf. Chrysochromulina sp.,i,83.6,83.6,2397.9
FMWT_605,FMWT,2021-09-07,11:18:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,250.9,250.9,44388.3
FMWT_605,FMWT,2021-09-07,11:18:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,32950.5,65901,11862.2
FMWT_802,FMWT,2021-09-07,12:51:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,40.3,40.3,25079.9
FMWT_802,FMWT,2021-09-07,12:51:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,40.3,40.3,2484.4
FMWT_802,FMWT,2021-09-07,12:51:00,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria sp.,i,40.3,40.3,17490.5
FMWT_802,FMWT,2021-09-07,12:51:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,121,121,23359.7
FMWT_802,FMWT,2021-09-07,12:51:00,Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus sp.,c,40.3,161.4,3026.6
FMWT_802,FMWT,2021-09-07,12:51:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,161.4,161.4,44172.4
FMWT_802,FMWT,2021-09-07,12:51:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,15856.8,31713.7,5708.5
FMWT_802,FMWT,2021-09-07,12:51:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,c,242.1,2824.4,134759
STN_610,FMWT,2021-09-08,07:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,76.7,76.7,5286.9
STN_610,FMWT,2021-09-08,07:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,76.7,76.7,19259.4
STN_610,FMWT,2021-09-08,07:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia reversa,i,76.7,76.7,9997.2
STN_610,FMWT,2021-09-08,07:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,76.7,76.7,1847.5
STN_610,FMWT,2021-09-08,07:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,230,230,25143.6
STN_610,FMWT,2021-09-08,07:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,31354.6,62709.1,11287.6
MONT,FMWT,2021-09-08,08:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Achnanthidium,Achnanthidium sp.,i,60.5,60.5,3107.7
MONT,FMWT,2021-09-08,08:03:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,60.5,60.5,52216.1
MONT,FMWT,2021-09-08,08:03:00,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria sp.,i,60.5,60.5,28892.9
MONT,FMWT,2021-09-08,08:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,60.5,60.5,574.4
MONT,FMWT,2021-09-08,08:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Pleurosigma,Pleurosigma sp.,i,60.5,60.5,546675
MONT,FMWT,2021-09-08,08:03:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,121,121,5941755
MONT,FMWT,2021-09-08,08:03:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,60.5,60.5,19261.9
MONT,FMWT,2021-09-08,08:03:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,60.5,60.5,20419.1
MONT,FMWT,2021-09-08,08:03:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,23845.8,47691.5,8584.5
STN_609,FMWT,2021-09-08,08:42:00,Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,cf. Chrysochromulina sp.,i,143.7,143.7,3812.3
STN_609,FMWT,2021-09-08,08:42:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,59652.3,119304.5,21474.8
EMP_NZS42,FMWT,2021-09-08,09:13:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,109.5,109.5,49136
EMP_NZS42,FMWT,2021-09-08,09:13:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,547.6,547.6,8541.5
EMP_NZS42,FMWT,2021-09-08,09:13:00,Plantae,Chlorophyta,Trebouxiophyceae,Nannochloris,cf. Nannochloris sp.,i,109.5,109.5,3669.9
EMP_NZS42,FMWT,2021-09-08,09:13:00,Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,Chrysochromulina sp.,i,109.5,109.5,6653.6
EMP_NZS42,FMWT,2021-09-08,09:13:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,219,219,16723.9
EMP_NZS42,FMWT,2021-09-08,09:13:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,42930.5,85860.9,15455
FMWT_602,FMWT,2021-09-08,12:26:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,322.8,322.8,75129.6
FMWT_602,FMWT,2021-09-08,12:26:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,80.7,80.7,30078.7
FMWT_602,FMWT,2021-09-08,12:26:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,32762.7,65525.4,11794.6
FMWT_704,FMWT,2021-09-09,07:36:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,cf. Nitzschia sp.,i,127.8,127.8,11870
FMWT_704,FMWT,2021-09-09,07:36:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,127.8,127.8,3670.9
FMWT_704,FMWT,2021-09-09,07:36:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,191.7,191.7,25560.4
FMWT_704,FMWT,2021-09-09,07:36:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,25170.5,50341.1,9061.4
FMWT_706,FMWT,2021-09-09,08:27:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,63.9,63.9,206068
FMWT_706,FMWT,2021-09-09,08:27:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,cf. Chlorella sp.,i,63.9,63.9,5874.3
FMWT_706,FMWT,2021-09-09,08:27:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26001,52002.1,9360.4
EMP_NZ060,EMP,2021-09-14,10:40:00,Chromista,Bacillariophyta,Mediophyceae,Acanthoceras,Acanthoceras sp.,i,57.5,57.5,17780.7
EMP_NZ060,EMP,2021-09-14,10:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,57.5,57.5,1121.2
EMP_NZ060,EMP,2021-09-14,10:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,57.5,57.5,1264.4
EMP_NZ060,EMP,2021-09-14,10:40:00,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,Chlamydomonas sp.,i,57.5,57.5,12364.1
EMP_NZ060,EMP,2021-09-14,10:40:00,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,Drepanochloris nannoselene,i,345,345,4499.3
EMP_NZ060,EMP,2021-09-14,10:40:00,Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,cf. Lagerheimia sp.,i,57.5,57.5,541.9
EMP_NZ060,EMP,2021-09-14,10:40:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,115,115,33070.2
EMP_NZ060,EMP,2021-09-14,10:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,57.5,57.5,11560.3
EMP_NZ060,EMP,2021-09-14,10:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,22193.5,44617,8031.1
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,115,115,11545.1
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Chromista,Ochrophyta,Chrysophyceae,Ochromonas,Ochromonas sp.,i,57.5,57.5,1926.7
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,287.5,287.5,41539.9
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,57.5,57.5,9149.4
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus minimus,c,115,230,2643.5
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,22941,45881.9,8258.7
EMP_NZEZ6,EMP,2021-09-14,11:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,c,57.5,115,3571.6
EMP_NZ064,EMP,2021-09-14,11:50:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,67.6,67.6,11636.8
EMP_NZ064,EMP,2021-09-14,11:50:00,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,Drepanochloris nannoselene,i,338.2,338.2,4002
EMP_NZ064,EMP,2021-09-14,11:50:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,135.3,135.3,9996.2
EMP_NZ064,EMP,2021-09-14,11:50:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,811.7,811.7,397632.8
EMP_NZ064,EMP,2021-09-14,11:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26718.8,53572.9,9643.1
EMP_NZ064,EMP,2021-09-14,11:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia cf. tenuissima,c,135.3,1082.3,1082.3
EMP_NZ064,EMP,2021-09-14,11:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,c,202.9,1149.9,38534.3
EMP_NZ064,EMP,2021-09-14,11:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena mucicola,f,67.6,338.2,2109.6
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,96.8,96.8,107670.3
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,96.8,96.8,30258.6
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,48.4,48.4,14766.3
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,145.3,145.3,61638.2
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,96.8,96.8,17397.5
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,19076.6,38153.2,6867.6
EMP_NZEZ2,EMP,2021-09-14,12:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,c,242.1,290.5,10483.5
EMP_NZ028,EMP,2021-09-16,10:45:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,67.6,67.6,553.4
EMP_NZ028,EMP,2021-09-16,10:45:00,Plantae,Chlorophyta,Chlorophyceae,Schroederia,cf. Schroederia sp.,i,67.6,67.6,1317.5
EMP_NZ028,EMP,2021-09-16,10:45:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis sp.,i,338.2,338.2,42580.4
EMP_NZ028,EMP,2021-09-16,10:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus minutus,c,67.6,270.6,1133.4
EMP_NZ028,EMP,2021-09-16,10:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26718.8,53437.6,9618.8
EMP_NZS42,EMP,2021-09-16,11:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,1199.9,1199.9,1035241.8
EMP_NZS42,EMP,2021-09-16,11:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,200,200,139385.9
EMP_NZS42,EMP,2021-09-16,11:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,200,200,172540.3
EMP_NZS42,EMP,2021-09-16,11:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,79594.7,159189.4,28654.1
EMP_NZS42,EMP,2021-09-16,11:45:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena sp.,i,200,200,185382.7
EMP_NZ032,EMP,2021-09-16,12:50:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,176.9,176.9,23604.6
EMP_NZ032,EMP,2021-09-16,12:50:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,59,59,29641.7
EMP_NZ032,EMP,2021-09-16,12:50:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,353.8,353.8,26434.5
EMP_NZ032,EMP,2021-09-16,12:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,24001,48001.9,8640.3
EMP_NZ032,EMP,2021-09-16,12:50:00,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,i,59,59,98411.3
FMWT_704,FMWT,2021-09-22,07:59:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,45.1,45.1,4855.4
FMWT_704,FMWT,2021-09-22,07:59:00,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,Chlamydomonas sp.,i,45.1,45.1,8561.6
FMWT_704,FMWT,2021-09-22,07:59:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,135.3,135.3,2321.1
FMWT_704,FMWT,2021-09-22,07:59:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,90.2,90.2,17382.1
FMWT_704,FMWT,2021-09-22,07:59:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,45.1,45.1,20955.7
FMWT_704,FMWT,2021-09-22,07:59:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,18489,36977.9,6656
FMWT_605,FMWT,2021-09-22,09:28:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,170.4,170.4,146978.8
FMWT_605,FMWT,2021-09-22,09:28:00,Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema sp.,i,85.2,85.2,630.5
FMWT_605,FMWT,2021-09-22,09:28:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,255.5,255.5,72410.1
FMWT_605,FMWT,2021-09-22,09:28:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,33901.4,67802.9,12204.5
STN_609,FMWT,2021-09-22,10:03:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,109.5,109.5,599493.3
STN_609,FMWT,2021-09-22,10:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Cylindrotheca,Cylindrotheca closterium,i,109.5,109.5,23601.7
STN_609,FMWT,2021-09-22,10:03:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,219,219,87112.4
STN_609,FMWT,2021-09-22,10:03:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,44573.2,89146.4,16046.4
MONT,FMWT,2021-09-22,10:24:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,235.9,235.9,18010.3
MONT,FMWT,2021-09-22,10:24:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,117.9,117.9,9005.2
MONT,FMWT,2021-09-22,10:24:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,47884,95768,17238.2
STN_610,FMWT,2021-09-22,10:44:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,153.3,153.3,45916
STN_610,FMWT,2021-09-22,10:44:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,76.7,76.7,115723.2
STN_610,FMWT,2021-09-22,10:44:00,Chromista,Bacillariophyta,Bacillariophyceae,Cylindrotheca,Cylindrotheca closterium,i,76.7,76.7,6646.2
STN_610,FMWT,2021-09-22,10:44:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,76.7,76.7,5265.5
STN_610,FMWT,2021-09-22,10:44:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,153.3,153.3,64730.3
STN_610,FMWT,2021-09-22,10:44:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,306.6,306.6,78968.6
STN_610,FMWT,2021-09-22,10:44:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,30511.3,61022.6,10984.1
FMWT_802,FMWT,2021-09-22,11:40:00,Chromista,Bacillariophyta,Mediophyceae,Acanthoceras,Acanthoceras sp.,i,184,184,53573.2
FMWT_802,FMWT,2021-09-22,11:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,61.3,61.3,4826.4
FMWT_802,FMWT,2021-09-22,11:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,61.3,61.3,2361.2
FMWT_802,FMWT,2021-09-22,11:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,61.3,61.3,1541.4
FMWT_802,FMWT,2021-09-22,11:40:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,61.3,61.3,2055.2
FMWT_802,FMWT,2021-09-22,11:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,490.6,490.6,46839.4
FMWT_802,FMWT,2021-09-22,11:40:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,61.3,61.3,4682.7
FMWT_802,FMWT,2021-09-22,11:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,23673.1,47346.2,8522.3
STN_610,FMWT,2021-10-06,07:38:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,242.1,242.1,100887
STN_610,FMWT,2021-10-06,07:38:00,Chromista,Bacillariophyta,Bacillariophyceae,Cylindrotheca,Cylindrotheca closterium,i,121,121,18478.7
STN_610,FMWT,2021-10-06,07:38:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,121,121,214760.1
STN_610,FMWT,2021-10-06,07:38:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,242.1,242.1,94894.1
STN_610,FMWT,2021-10-06,07:38:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,121,121,33092.8
STN_610,FMWT,2021-10-06,07:38:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,48902,97804,17604.7
MONT,FMWT,2021-10-06,08:09:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,117.9,117.9,90652.8
MONT,FMWT,2021-10-06,08:09:00,Chromista,Bacillariophyta,Bacillariophyceae,Diadesmis,cf. Diadesmis sp.,i,707.6,707.6,299411.2
MONT,FMWT,2021-10-06,08:09:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,117.9,117.9,16451.2
MONT,FMWT,2021-10-06,08:09:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia reversa,i,117.9,117.9,121431.9
