station,collected_by,latitude,longitude,date,time_pst,taxon_original,taxon,units_per_ml,cells_per_ml,biovolume_per_ml,gald_um,phyto_form,quality_check,debris
EMP_EZ2,EMP,38.139115,-121.691355,2021-10-22,08:40:00,NA,Cyclotella sp.,204.44,204.44,33417.76,9.3,i,Good,Unknown
EMP_EZ2,EMP,38.139115,-121.691355,2021-10-22,08:40:00,NA,Entomoneis sp.,204.44,204.44,1138387.34,46.3,i,Good,Unknown
EMP_EZ2,EMP,38.139115,-121.691355,2021-10-22,08:40:00,NA,Gomphonema sp.,102.22,102.22,70253.76,26.1,i,Good,Unknown
EMP_EZ2,EMP,38.139115,-121.691355,2021-10-22,08:40:00,NA,Plagioselmis nannoplanctica,306.66,306.66,39350.61,7.4,i,Good,Unknown
EMP_EZ2,EMP,38.139115,-121.691355,2021-10-22,08:40:00,NA,Eucapsis microscopica,42012.42,84024.84,15124.47,0.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,Cyclotella sp.,63.88,63.88,6293.46,5.6,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,Chlorella sp.,191.64,191.64,3606.66,3.5,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,cf. Sphaerocystis sp.,255.52,383.28,6577.08,3.7,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,Ochromonas sp.,127.76,127.76,15968.72,7,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,Plagioselmis nannoplanctica,191.64,191.64,54841.62,9.3,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,Plagioselmis sp.,127.76,127.76,48464.48,12,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,Eucapsis microscopica,24913.2,49826.4,8968.75,0.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-10-22,08:45:00,NA,cf. Microcystis sp.,127.76,127.76,7398.58,5,i,Good,Unknown
STN_MONT,STN,38.14387,-121.90889,2022-07-05,07:29:00,NA,cf. Cyclotella sp.,102.2,102.2,11193,7.4,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-05,07:29:00,NA,Cyclotella sp.,204.4,204.4,155541.9,16.7,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-05,07:29:00,NA,Nitzschia sp.,51.1,51.1,20384.8,25.9,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-05,07:29:00,NA,Scenedesmus sp.,51.1,102.2,1082,5.6,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-05,07:29:00,NA,Cryptomonas sp.,51.1,51.1,46580,18.5,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-05,07:29:00,NA,Eucapsis microscopica,20698.6,41397.2,7451.5,0.8,c,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,cf. Cyclotella sp.,135.3,135.3,21528,7.4,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,Cyclotella sp.,135.3,135.3,42273,9.3,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,Entomoneis sp.,135.3,135.3,38401.4,22.2,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,Gyrosigma sp.,135.3,135.3,157186.1,148.2,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,Surirella sp.,135.3,135.3,180330.8,27.8,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,Chlorella sp.,135.3,135.3,3588,3.7,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-05,07:52:00,NA,Eucapsis microscopica,54384.6,108769.2,19578.5,0.8,c,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,Cyclotella sp.,191.7,191.7,132229.7,13,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,cf. Cyclotella sp.,191.7,191.7,13217.3,5.6,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,Navicula sp.,95.8,95.8,32807.1,27.8,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,Thalassiosira sp.,95.8,95.8,2909215.4,42.6,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,Cryptomonas sp.,95.8,95.8,64226.4,14.8,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,Plagioselmis nannoplanctica,95.8,95.8,15249,7.4,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-05,09:46:00,NA,Eucapsis microscopica,38618.3,77236.5,13902.6,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2022-07-05,10:59:00,NA,cf. Cyclotella sp.,1022.2,1022.2,162656.3,9.3,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2022-07-05,10:59:00,NA,Diploneis sp.,255.5,255.5,340624.8,27.8,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2022-07-05,10:59:00,NA,Thalassiosira sp.,255.5,255.5,5083010.3,37,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2022-07-05,10:59:00,NA,Eucapsis microscopica,104004.2,208008.3,37441.5,0.8,c,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2022-07-05,11:33:00,NA,cf. Cyclotella sp.,153.3,153.3,10573.8,5.6,i,Good,high
EMP_NZS42,STN,38.18055556,-122.0472222,2022-07-05,11:33:00,NA,Eucapsis microscopica,62402.5,124805,22464.9,0.8,c,Good,high
STN_602,STN,38.114,-122.0461944,2022-07-05,12:22:00,NA,cf. Cyclotella sp.,135.3,135.3,9329.8,5.6,i,Good,NA
STN_602,STN,38.114,-122.0461944,2022-07-05,12:22:00,NA,Thalassiosira sp.,135.3,135.3,15741108.1,66.7,i,Good,NA
STN_602,STN,38.114,-122.0461944,2022-07-05,12:22:00,NA,Eucapsis microscopica,56008,112016,20162.9,0.8,c,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-06,11:49:00,NA,cf. Cyclotella sp.,90.2,90.2,14352,7.4,i,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-06,11:49:00,NA,cf. Epithemia sp.,90.2,90.2,189359.8,37,i,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-06,11:49:00,NA,Eucapsis microscopica,36346.6,72693.2,13084.8,0.8,c,Good,NA
STN_801,STN,38.05561111,-121.847,2022-07-07,09:20:00,NA,Cocconeis sp.,67.6,67.6,36001.3,18.5,i,Good,NA
STN_801,STN,38.05561111,-121.847,2022-07-07,09:20:00,NA,Gyrosigma sp.,67.6,67.6,87949.4,122.2,i,Good,NA
STN_801,STN,38.05561111,-121.847,2022-07-07,09:20:00,NA,Skeletonema sp.,67.6,67.6,3931.3,18.5,i,Good,NA
STN_801,STN,38.05561111,-121.847,2022-07-07,09:20:00,NA,Plagioselmis nannoplanctica,202.9,202.9,62490.5,9.3,i,Good,NA
STN_801,STN,38.05561111,-121.847,2022-07-07,09:20:00,NA,Eucapsis microscopica,27868.7,55737.5,10032.7,0.8,c,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-07,10:19:00,NA,cf. Cyclotella sp.,90.2,90.2,14352,7.4,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-07,10:19:00,NA,Gyrosigma sp.,180.4,180.4,248980,146.3,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-07,10:19:00,NA,Eucapsis microscopica,35985.8,71971.7,12954.9,0.8,c,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-07,10:19:00,NA,Planktolyngbya sp.,90.2,901.9,1416.7,2,f,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-07,11:43:00,NA,Cocconeis sp.,135.3,135.3,32001.1,18.5,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-07,11:43:00,NA,cf. Chlorella sp.,135.3,135.3,3588,3.7,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-07,11:43:00,NA,Eucapsis microscopica,53978.7,107957.5,19432.3,0.8,c,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-07,11:43:00,NA,Planktolyngbya sp.,135.3,1623.4,2550.1,2,f,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-18,07:10:00,NA,cf. Cyclotella sp.,306.6,306.6,33579,7.4,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-18,07:10:00,NA,Eucapsis microscopica,62862.5,125724.9,22630.5,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-07-18,07:10:00,NA,Planktolyngbya sp.,306.6,5059.7,7947.7,2,f,Good,NA
STN_609,STN,38.16719444,-121.938,2022-07-18,07:29:00,NA,Nitzschia cf. reversa,143.7,143.7,205744.2,127.8,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2022-07-18,07:29:00,NA,cf. Nitzschia sp.,143.7,143.7,29370.5,27.8,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2022-07-18,07:29:00,NA,Chlorella sp.,718.7,718.7,3010.5,2.3,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2022-07-18,07:29:00,NA,Cryptomonas sp.,143.7,143.7,156444.6,18.5,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2022-07-18,07:29:00,NA,Eucapsis microscopica,56777.5,113554.9,20439.9,0.8,c,Good,moderate
STN_606,STN,38.16775731,-122.0220091,2022-07-18,08:31:00,NA,cf. Cyclotella sp.,919.9,919.9,184964.5,11.1,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-18,08:31:00,NA,Diploneis bombus,306.6,306.6,741684.3,20.4,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-07-18,08:31:00,NA,Eucapsis microscopica,122045.2,244090.4,43936.3,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2022-07-18,09:28:00,NA,cf. Cyclotella sp.,811.7,811.7,100227.6,9.3,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2022-07-18,09:28:00,NA,Eucapsis microscopica,108498.6,216997.3,39059.5,0.8,c,Good,NA
STN_602,STN,38.114,-122.0461944,2022-07-18,09:50:00,NA,cf. Cyclotella sp.,270.6,270.6,43056.1,7.4,i,Good,NA
STN_602,STN,38.114,-122.0461944,2022-07-18,09:50:00,NA,Thalassiosira sp.,270.6,270.6,65714042.4,85.2,i,Good,NA
STN_602,STN,38.114,-122.0461944,2022-07-18,09:50:00,NA,Eucapsis microscopica,108769.2,217538.4,39156.9,0.8,c,Good,NA
STN_602,STN,38.114,-122.0461944,2022-07-18,09:50:00,NA,Planktolyngbya sp.,541.1,4870.3,7650.2,2,f,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,Aulacoseira sp.,287.5,287.5,57183.9,18.5,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,cf. Cyclotella sp.,575,575,109912.5,9.3,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,Cyclotella sp.,143.7,143.7,182988.4,14.8,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,Nitzschia acicularis,143.7,143.7,10003.9,40.7,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,Nitzschia sp.,143.7,143.7,13774.6,14.8,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,Eucapsis microscopica,56490,112979.9,20336.4,0.8,c,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-07-19,11:44:00,NA,Planktolyngbya sp.,287.5,3018.5,4741.5,2,f,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-20,05:44:00,NA,Cocconeis sp.,85.2,85.2,14158.7,13,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-20,05:44:00,NA,Navicula sp.,85.2,85.2,8700.6,18.5,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-20,05:44:00,NA,Nitzschia sp.,85.2,85.2,9883.5,14.8,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-20,05:44:00,NA,Skeletonema sp.,85.2,85.2,11906.2,13,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2022-07-20,05:44:00,NA,Eucapsis microscopica,35264.3,70528.6,12695.2,0.8,c,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-20,09:28:00,NA,cf. Cyclotella sp.,135.3,135.3,116718.4,13,i,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-20,09:28:00,NA,Fragilaria sp.,135.3,135.3,63707.4,46.3,i,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-20,09:28:00,NA,Plagioselmis nannoplanctica,135.3,135.3,40741.4,9.3,i,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-20,09:28:00,NA,Eucapsis microscopica,55061,110122.1,19822,0.8,c,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-07-20,09:28:00,NA,Microcystis sp.,270.6,270.6,7176,3.7,i,Good,NA
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Cyclotella sp.,235.86,235.86,33407.21,9.5,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Diatoma sp.,39.31,39.31,66547.9,33.1,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Gyrosigma sp.,117.93,117.93,183796.26,144.5,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Nitzschia sp.,78.62,78.62,6824.22,17.1,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Plagioselmis nannoplanctica,314.48,314.48,84749.22,9.5,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Teleaulax amphioxeia,432.41,432.41,28059.08,5.6,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-07-21,10:30:00,NA,Eucapsis microscopica,14741.25,29482.5,5306.85,0.8,c,Good,Unknown
EMP_EZ6,EMP,38.06209,-121.8174,2022-07-21,10:55:00,NA,cf. Cyclotella sp.,135.29,135.29,451040.63,20.4,i,Good,Unknown
EMP_EZ6,EMP,38.06209,-121.8174,2022-07-21,10:55:00,NA,Synedra sp.,135.29,135.29,648649.26,198.2,i,Good,Unknown
EMP_EZ6,EMP,38.06209,-121.8174,2022-07-21,10:55:00,NA,Cryptomonas sp.,135.29,135.29,50427.99,13,i,Good,Unknown
EMP_EZ6,EMP,38.06209,-121.8174,2022-07-21,10:55:00,NA,Eucapsis microscopica,55874.77,111749.54,20114.92,0.8,c,Good,Unknown
EMP_EZ6,EMP,38.06209,-121.8174,2022-07-21,10:55:00,NA,Planktolyngbya sp.,135.29,2029.35,3186.08,2,f,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2022-07-21,11:25:00,NA,Cocconeis sp.,90.19,90.19,17067.56,14.8,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2022-07-21,11:25:00,NA,cf. Cyclotella sp.,360.76,360.76,48594.37,7.4,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2022-07-21,11:25:00,NA,Skeletonema sp.,90.19,90.19,10764.18,11.1,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2022-07-21,11:25:00,NA,Plagioselmis nannoplanctica,360.76,360.76,91423.8,9.3,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2022-07-21,11:25:00,NA,Eucapsis microscopica,35625.05,71250.1,12825.02,0.8,c,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2022-07-21,11:25:00,NA,cf. Microcystis sp.,180.38,180.38,7509.22,4.6,c,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Aulacoseira pusilla,180.38,180.38,49786.68,7.6,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Cyclotella sp.,360.76,360.76,59698.56,9.3,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Nitzschia sp.,180.38,180.38,12457.04,16.7,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Staurosira venter,90.19,90.19,7378.44,9.3,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Tryblionella sp.,180.38,180.38,308126.92,44.4,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Chlorella sp.,1262.66,1262.66,8043.14,2.6,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Drepanochloris nannoselene,90.19,90.19,484.32,4.2,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Plagioselmis lacustris,90.19,90.19,183064.96,16.7,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Plagioselmis nannoplanctica,270.57,270.57,59022.14,9.5,i,Good,Unknown
EMP_EZ2,EMP,38.09494,-121.73506,2022-07-21,11:45:00,NA,Eucapsis microscopica,34091.82,68183.64,12273.06,0.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,cf. Cyclotella sp.,463.8,463.8,161138.03,14.8,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Entomoneis sp.,38.65,38.65,29246.84,25.9,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Fragilaria sp.,38.65,38.65,5817.98,14.8,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Nitzschia sp.,154.6,154.6,17018.37,24.1,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Skeletonema sp.,38.65,38.65,3075.38,7.4,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Cryptomonas sp.,115.95,115.95,95205.39,18.5,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Plagioselmis nannoplanctica,270.55,270.55,68062.26,9.3,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Chroococcus sp.,38.65,77.3,2050,3.7,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Eucapsis microscopica,14145.9,28291.8,5092.52,0.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,Merismopedia sp.,38.65,309.2,2121.11,1.9,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2022-07-21,12:20:00,NA,cf. Microcystis sp.,193.25,193.25,15063.84,5.6,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-07-22,12:05:00,NA,Cyclotella sp.,224.38,224.38,90656.25,13,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-07-22,12:05:00,NA,Chlamydomonas sp.,112.19,112.19,42822.92,9,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-07-22,12:05:00,NA,Chlorella sp.,112.19,112.19,1586.37,3.5,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-07-22,12:05:00,NA,Drepanochloris nannoselene,112.19,112.19,652.95,4.6,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-07-22,12:05:00,NA,Teleaulax amphioxeia,336.57,336.57,21533.75,5.6,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-07-22,12:05:00,NA,Eucapsis microscopica,44539.43,89078.86,16034.19,0.8,c,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-07-22,12:50:00,NA,cf. Cyclotella sp.,135.29,135.29,9329.6,5.6,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-07-22,12:50:00,NA,Cryptomonas sp.,270.58,270.58,148948.88,16.7,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-07-22,12:50:00,NA,Plagioselmis nannoplanctica,135.29,135.29,21528.7,7.4,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-07-22,12:50:00,NA,Eucapsis microscopica,54657.16,109314.32,19676.58,0.8,c,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-07-25,13:30:00,NA,cf. Cyclotella sp.,71.87,71.87,22457.22,9.3,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-07-25,13:30:00,NA,Entomoneis sp.,71.87,71.87,213279.97,22.2,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-07-25,13:30:00,NA,Nitzschia sp.,71.87,71.87,104353.08,92.6,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-07-25,13:30:00,NA,Eucapsis microscopica,29610.44,59220.88,10659.76,0.8,c,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,cf. Cyclotella sp.,135.28,135.28,74635.33,13,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Melosira varians,135.28,135.28,895193.76,31.5,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Navicula sp.,67.64,67.64,8943.36,13,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Nitzschia sp.,135.28,135.28,28431.8,18.5,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Chlamydomonas sp.,67.64,67.64,28487.26,9.3,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Cryptomonas sp.,135.28,135.28,69471.69,14.8,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Teleaulax amphioxeia,67.64,67.64,5164.31,5.6,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Eucapsis microscopica,27191.28,54382.56,9788.86,0.8,c,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-07-25,14:55:00,NA,Euglena sp.,67.64,67.64,121308.96,27.8,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-07-25,15:50:00,NA,cf. Cyclotella sp.,363.12,363.12,25040.76,5.6,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-07-25,15:50:00,NA,Cyclotella sp.,121.04,121.04,64421.12,11.1,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-07-25,15:50:00,NA,Navicula sp.,121.04,121.04,53099.04,20.4,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-07-25,15:50:00,NA,Plagioselmis nannoplanctica,363.12,363.12,91382.78,9.3,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-07-25,15:50:00,NA,Eucapsis microscopica,48658.08,97316.16,17516.91,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-07-25,15:50:00,NA,Planktolyngbya sp.,121.04,2178.72,3420.59,2,f,Good,Unknown
STN_610,STN,38.11880556,-121.8891944,2022-08-02,06:25:00,NA,Cryptomonas sp.,143.7,143.7,68826.7,16.7,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2022-08-02,06:25:00,NA,Eucapsis microscopica,57783.6,115567.3,20802.1,0.8,c,Good,NA
STN_610,STN,38.11880556,-121.8891944,2022-08-02,06:25:00,NA,Planktolyngbya sp.,143.7,1437.4,2257.9,2,f,Good,NA
STN_MONT,STN,38.14387,-121.90889,2022-08-02,07:27:00,NA,cf. Cyclotella sp.,204.4,204.4,32531.3,7.4,i,Good,high
STN_MONT,STN,38.14387,-121.90889,2022-08-02,07:27:00,NA,Plagioselmis nannoplanctica,102.2,102.2,16265.6,7.4,i,Good,high
STN_MONT,STN,38.14387,-121.90889,2022-08-02,07:27:00,NA,Eucapsis microscopica,40579.5,81159,14608.6,0.8,c,Good,high
STN_609,STN,38.16719444,-121.938,2022-08-02,08:01:00,NA,cf. Chlorella sp.,127.8,127.8,3388.7,3.7,i,Good,NA
STN_609,STN,38.16719444,-121.938,2022-08-02,08:01:00,NA,Eucapsis microscopica,51363.2,102726.5,18490.8,0.8,c,Good,NA
STN_606,STN,38.16775731,-122.0220091,2022-08-02,09:22:00,NA,Cocconeis sp.,176.9,176.9,19124.5,9.3,i,BrokenDiatoms,high
STN_606,STN,38.16775731,-122.0220091,2022-08-02,09:22:00,NA,Eucapsis microscopica,78017.9,156035.7,28086.4,0.8,c,BrokenDiatoms,high
EMP_NZS42,STN,38.18055556,-122.0472222,2022-08-02,10:38:00,NA,Cyclotella sp.,306.6,306.6,64257.1,9.3,i,Good,moderate
EMP_NZS42,STN,38.18055556,-122.0472222,2022-08-02,10:38:00,NA,Nitzschia sp.,306.6,306.6,125013.5,36.4,i,Good,moderate
EMP_NZS42,STN,38.18055556,-122.0472222,2022-08-02,10:38:00,NA,Chlorella sp.,919.9,919.9,4460.8,2.5,i,Good,moderate
EMP_NZS42,STN,38.18055556,-122.0472222,2022-08-02,10:38:00,NA,Eucapsis microscopica,123271.8,246543.5,44377.8,0.8,c,Good,moderate
EMP_NZS42,STN,38.18055556,-122.0472222,2022-08-02,10:38:00,NA,Lepocinclis sp.,306.6,306.6,389345,35.2,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2022-08-02,11:12:00,NA,cf. Surirella sp.,158.6,158.6,232578.4,18.5,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2022-08-02,11:12:00,NA,Chlorella sp.,475.8,475.8,2307.3,2.4,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2022-08-02,11:12:00,NA,Eucapsis microscopica,62968.2,125936.4,22668.6,0.8,c,Good,moderate
STN_602,STN,38.114,-122.0461944,2022-08-02,11:37:00,NA,Chlorella sp.,209.1,209.1,875.8,2.1,i,Good,moderate
STN_602,STN,38.114,-122.0461944,2022-08-02,11:37:00,NA,Teleaulax amphioxeia,209.1,209.1,17676.7,6,i,Good,moderate
STN_602,STN,38.114,-122.0461944,2022-08-02,11:37:00,NA,Eucapsis microscopica,41815.4,83630.8,15053.5,0.8,c,Good,moderate
STN_706,STN,38.09005982,-121.7390041,2022-08-03,06:00:00,NA,Cyclotella sp.,242.1,242.1,807096.1,20.4,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-08-03,06:00:00,NA,cf. Cyclotella sp.,242.1,242.1,75646.4,9.3,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2022-08-03,06:00:00,NA,Eucapsis microscopica,100467,200933.9,36168.1,0.8,c,Good,NA
STN_519,STN,38.07230556,-121.9596944,2022-08-03,11:34:00,NA,cf. Cyclotella sp.,135.3,135.3,21528,7.4,i,Good,NA
