station,collected_by,latitude,longitude,date,time_pst,taxon_original,taxon,algal_group,kingdom,phylum,class,genus,species,units_per_ml,cells_per_ml,biovolume_per_ml,gald_um,phyto_form,quality_check,debris
STN_606,STN,38.16775731,-122.0220091,2021-08-04,10:37:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,36527,73053.9,13149.7,0.8,c,Good,High
STN_606,STN,38.16775731,-122.0220091,2021-08-04,10:37:00,NA,Euglena sp.,Euglenoids,Protozoa,Euglenophyta,Euglenophyceae,Euglena,sp.,90.2,90.2,218189.6,37,i,Good,High
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,34.8,34.8,16785.2,29.6,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,69.7,69.7,6095.1,22.2,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Chlamydomonas sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,sp.,34.8,34.8,12428.9,9,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,174.2,174.2,2989.3,3.7,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Chrysochromulina sp.,Haptophytes,Chromista,Haptophyta,Coccolithophyceae,Chrysochromulina,sp.,34.8,34.8,827,3.7,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,cf. Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,34.8,34.8,8468.2,14.8,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,104.5,104.5,8447.3,6,i,BrokenDiatoms,Low
STN_609,STN,38.16719444,-121.938,2021-08-04,11:00:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,13694.5,27389.1,4930,0.8,c,BrokenDiatoms,Low
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Acanthoceras sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Acanthoceras,sp.,35.4,35.4,8987,23.1,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,35.4,35.4,9562.2,18.5,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,70.8,70.8,106951.5,24.1,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,70.8,70.8,8969.4,38.9,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Rhoicosphenia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Rhoicosphenia,sp.,70.8,70.8,17422,12,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Skeletonema sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Skeletonema,sp.,35.4,35.4,1997.3,11.5,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Ochromonas sp.,Chrysophytes,Chromista,Heterokontophyta,Chrysophyceae,Ochromonas,sp.,35.4,35.4,760.3,3.5,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,70.8,70.8,5403.1,5.6,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,Plagioselmis prolonga,Teleaulax amphioxeia,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Teleaulax,prolonga,70.8,70.8,11671.4,9.3,i,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,13692.9,27385.9,4929.5,0.8,c,BrokenDiatoms,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-04,11:55:00,NA,cf. Planktolyngbya sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,sp.,35.4,424.6,666.9,2,f,BrokenDiatoms,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Actinocyclus sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Actinocyclus,sp.,28.4,28.4,433798.7,35.2,i,Good,Moderate
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,28.4,28.4,376160.6,31.5,i,Fragment,Moderate
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,28.4,28.4,50371.7,140.8,i,Good,Moderate
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Nitzschia reversa,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,reversa,56.8,56.8,12942.7,40.7,i,Good,Moderate
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Ochromonas sp.,Chrysophytes,Chromista,Heterokontophyta,Chrysophyceae,Ochromonas,sp.,28.4,28.4,732.7,3.7,i,Good,Moderate
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,11328.9,22373.8,4027.3,0.8,c,Good,Moderate
STN_610,STN,38.11880556,-121.8891944,2021-08-04,12:18:00,NA,Oscillatoria sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoria,sp.,28.4,14991.6,956666.6,13,f,Good,Moderate
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,Acanthoceras sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Acanthoceras,sp.,143.7,143.7,17123.7,16.7,i,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,Chrysochromulina sp.,Haptophytes,Chromista,Haptophyta,Coccolithophyceae,Chrysochromulina,sp.,71.9,71.9,1705.6,3.7,i,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,cf. Mallomonas sp.,Chrysophytes,Chromista,Heterokontophyta,Chrysophyceae,Mallomonas,sp.,71.9,71.9,10055,16.7,i,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,Aphanizomenon sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,sp.,71.9,2515.5,151460,5.6,f,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,Chroococcus cf. minutus,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,minutus,71.9,143.7,1176,2.5,c,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,28173.1,56346.2,10142.3,0.8,c,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-05,05:32:00,NA,Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,287.5,12433.5,448688.3,4.5,c,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,127.8,127.8,20332,7.4,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Encyonema sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Encyonema,sp.,191.7,191.7,8811.6,27.8,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,191.7,191.7,43574.4,37,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,63.9,63.9,42817.6,14.8,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,63.9,63.9,4877.8,5.6,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,25234.4,50468.8,9084.4,0.8,c,Good,NA
STN_610,STN,38.11880556,-121.8891944,2021-08-16,06:04:00,NA,Planktolyngbya sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,sp.,63.9,638.8,1003.5,2,f,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,Cocconeis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,sp.,63.9,63.9,35846.2,16.7,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,319.4,319.4,31863,7.4,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,cf. Entomoneis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Entomoneis,sp.,63.9,63.9,285198.1,51.9,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,319.4,319.4,225660.2,18.5,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,191.7,191.7,38845.2,9.3,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,24915,49830,8969.4,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2021-08-16,06:59:00,NA,Peridinium sp.,Dinoflagellates,Chromista,Miozoa,Dinophyceae,Peridinium,sp.,63.9,63.9,135546.9,18.5,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Cocconeis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,sp.,161.4,161.4,218504.5,22.2,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,80.7,80.7,5565.2,5.6,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,80.7,80.7,22269.6,35.2,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Surirella sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Surirella,sp.,80.7,80.7,71581.5,18.5,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,80.7,80.7,54085.4,14.8,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,80.7,80.7,6161.4,5.6,i,Good,NA
STN_609,STN,38.16719444,-121.938,2021-08-16,07:24:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,32682,65364.1,11765.5,0.8,c,Good,NA
STN_606,STN,38.16775731,-122.0220091,2021-08-16,08:40:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,230,230,71864.1,13,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2021-08-16,08:40:00,NA,Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,306.6,306.6,8380604.6,50,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2021-08-16,08:40:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,76.7,76.7,51381.1,14.8,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2021-08-16,08:40:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,31661.2,63322.4,11398,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2021-08-16,09:35:00,NA,Cocconeis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,sp.,80.7,80.7,50300.5,13,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2021-08-16,09:35:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,80.7,80.7,5565.2,5.6,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2021-08-16,09:35:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,80.7,80.7,34243.4,14.8,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2021-08-16,09:35:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,161.4,161.4,37243.4,9.3,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2021-08-16,09:35:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,31794.4,63588.7,11446,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2021-08-16,09:35:00,NA,Euglena sp.,Euglenoids,Protozoa,Euglenophyta,Euglenophyceae,Euglena,sp.,161.4,161.4,277735.7,38.9,i,Good,NA
STN_602,STN,38.114,-122.0461944,2021-08-16,09:54:00,NA,Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,54.1,54.1,3296858,53.7,i,Good,NA
STN_602,STN,38.114,-122.0461944,2021-08-16,09:54:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,108.2,108.2,24190.9,9.3,i,Good,NA
STN_602,STN,38.114,-122.0461944,2021-08-16,09:54:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,21970.3,43940.6,7909.3,0.8,c,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,242.1,242.1,29892.4,7.4,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,Epithemia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Epithemia,sp.,80.7,80.7,1549178.3,107.4,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,161.4,161.4,15247.1,79.6,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,Skeletonema sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Skeletonema,sp.,161.4,161.4,28560.7,13,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,cf. Surirella sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Surirella,sp.,80.7,80.7,171435.6,27.8,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,161.4,161.4,39055.5,9.3,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2021-08-17,05:57:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,31794.4,63588.7,11446,0.8,c,Good,NA
STN_706,STN,38.09005982,-121.7390041,2021-08-17,06:59:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,230,230,25184.2,7.4,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2021-08-17,06:59:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,230,230,16491.3,24.1,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2021-08-17,06:59:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,46456.9,92913.8,16724.5,0.8,c,Good,NA
EMP_D4,EMP,38.06248,-121.8205,2021-08-17,12:30:00,NA,Drepanochloris nannoselene,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,nannoselene,161.4,161.4,1786.7,4,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2021-08-17,12:30:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,33248.4,66496.8,11969.42,0.8,c,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2021-08-17,12:30:00,NA,Pseudanabaena cf. mucicola,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,mucicola,80.7,161.4,903.84,2.2,f,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2021-08-17,13:20:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,90.19,90.19,48874.86,11.1,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2021-08-17,13:20:00,NA,Drepanochloris nannoselene,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,nannoselene,90.19,90.19,1388.02,4,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2021-08-17,13:20:00,Plagioselmis prolonga,Teleaulax amphioxeia,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Teleaulax,amphioxeia,180.38,180.38,34999.13,8,i,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2021-08-17,13:20:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,39052.27,78645.68,14156.22,0.8,c,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2021-08-17,13:20:00,NA,Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,180.38,360.76,11205.21,4.2,c,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,114.99,114.99,39014.96,12,i,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,NA,Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,229.98,229.98,19541.4,18.5,i,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,NA,Hemiselmis sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Hemiselmis,sp.,114.99,114.99,20958.08,11.1,i,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,229.98,229.98,50554.2,9.3,i,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,Plagioselmis prolonga,Teleaulax amphioxeia,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Teleaulax,amphioxeia,229.98,229.98,17823.45,6,i,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,44501.13,88887.27,15999.71,0.8,c,Good,Unknown
EMP_EZ6,EMP,38.08646,-121.747308,2021-08-17,13:20:00,NA,cf. Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,574.95,804.93,55910.44,9,c,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,229.98,229.98,33537.98,9.5,i,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,76.66,76.66,5569.35,18.5,i,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,153.32,153.32,4762.12,4,i,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Ochromonas sp.,Chrysophytes,Chromista,Heterokontophyta,Chrysophyceae,Ochromonas,sp.,76.66,76.66,2568.88,4,i,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,306.64,306.64,69122.79,16.7,i,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,Plagioselmis prolonga,Teleaulax amphioxeia,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Teleaulax,amphioxeia,306.64,306.64,34969.23,7.4,i,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,28900.82,57801.64,10404.3,0.8,c,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,1686.52,2146.48,132223.17,5.6,c,Good,Unknown
EMP_EZ2,EMP,38.128043,-121.693155,2021-08-17,14:15:00,NA,Pseudanabaena cf. mucicola,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,mucicola,383.3,1149.9,7175.38,2.2,f,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,95.83,95.83,33963.11,9.5,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,95.83,95.83,3811.16,24.1,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Drepanochloris nannoselene,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,nannoselene,287.49,287.49,3668.37,4,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,95.83,95.83,52835.87,13,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,95.83,95.83,15249.43,7.4,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,Plagioselmis prolonga,Teleaulax amphioxeia,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Teleaulax,amphioxeia,958.3,958.3,145661.6,9.5,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Aphanizomenon sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,sp.,95.83,3066.56,184637.58,5.6,f,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,37277.87,74747.4,13454.53,0.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2021-08-17,14:45:00,NA,Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,670.81,1054.13,53718.46,5.5,c,Good,Unknown
STN_801,STN,38.05561111,-121.847,2021-08-18,07:38:00,NA,Acanthoceras sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Acanthoceras,sp.,63.9,63.9,8429.4,21,i,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-18,07:38:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,63.9,63.9,32113.2,9.3,i,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-18,07:38:00,NA,cf. Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,63.9,63.9,138949.6,35.2,i,Good,NA
STN_801,STN,38.05561111,-121.847,2021-08-18,07:38:00,NA,Ulnaria sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Ulnaria,sp.,63.9,63.9,22679,113,i,Good,NA
