station,date,time,kingdom,phylum,class,phyto_form,genus,taxon,organisms_per_ml,cells_per_ml,biovolume_per_ml_old,biovolume_per_ml_new
MON,2021-07-06,08:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,191.65385553928743,191.65385553928743,567956.4803297839,189318.8267765946
MON,2021-07-06,08:15:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,63.884618513095816,63.884618513095816,58523.30756366472,58523.30756366471
MON,2021-07-06,08:15:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,319.4230925654791,319.4230925654791,287399.330420327,57479.86608406539
MON,2021-07-06,08:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,191.65385553928743,191.65385553928743,8822194.890243711,2940731.6300812373
MON,2021-07-06,08:15:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,255.53847405238326,255.53847405238326,596664.5051513925,149166.12628784814
MON,2021-07-06,08:15:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,127.76923702619163,127.76923702619163,42146.848521656895,21073.424260828448
MON,2021-07-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,24595.57812754189,49191.15625508378,3408947.128477305,8854.408125915079
605,2021-07-06,11:12:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,91.99385065885798,91.99385065885798,2405.982952750586,2405.9829527505854
605,2021-07-06,11:12:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,91.99385065885798,91.99385065885798,3251328.314527818,3251328.314527818
605,2021-07-06,11:12:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,183.98770131771596,183.98770131771596,5202.125303244509,2601.062651622254
605,2021-07-06,11:12:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,37717.47877013177,75434.95754026354,5567099.866471449,13578.292357247437
605,2021-07-06,11:12:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Lepocinclis,cf. Lepocinclis sp.,91.99385065885798,91.99385065885798,144759.97432382687,144759.97432382687
609,2021-07-06,09:02:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,cf. Navicula sp.,91.99385065885798,91.99385065885798,17687.22603103133,17687.22603103133
609,2021-07-06,09:02:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,91.99385065885798,91.99385065885798,6986.9329575402635,6986.9329575402635
609,2021-07-06,09:02:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,91.99385065885798,91.99385065885798,17465.654027374625,17465.654027374625
609,2021-07-06,09:02:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,91.99385065885798,91.99385065885798,2439.844935048557,2439.8449350485566
609,2021-07-06,09:02:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,Chrysochromulina sp.,91.99385065885798,91.99385065885798,4315.837288617667,4315.837288617667
609,2021-07-06,09:02:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,91.99385065885798,91.99385065885798,84987.12107910553,84987.12107910553
609,2021-07-06,09:02:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36797.54026354319,73595.08052708638,5298845.797950219,13247.114494875548
704,2021-07-07,14:13:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,47.913463884821866,47.913463884821866,34771.150030366945,34771.150030366945
704,2021-07-07,14:13:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,47.913463884821866,47.913463884821866,1270.75257033779,1270.75257033779
704,2021-07-07,14:13:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,143.74039165446558,143.74039165446558,129863.1330827325,43287.71102757751
704,2021-07-07,14:13:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,143.74039165446558,7905.721540995608,1428051.1317471704,476017.04391572345
704,2021-07-07,14:13:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,19117.472090043924,38234.94418008785,2746033.691013909,6882.289952415812
801,2021-07-08,06:29:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,31.942309256547908,31.942309256547908,4917.132327526639,4917.132327526639
801,2021-07-08,06:29:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,31.942309256547908,31.942309256547908,1670.8214949656842,1670.8214949656842
801,2021-07-08,06:29:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,31.942309256547908,31.942309256547908,3913.635934153855,3913.635934153855
801,2021-07-08,06:29:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,Chrysochromulina sp.,31.942309256547908,31.942309256547908,915.8577083515603,915.8577083515603
801,2021-07-08,06:29:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,95.82692776964372,95.82692776964372,26281.57054243319,8760.523514144397
801,2021-07-08,06:29:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,12649.15446559297,25298.30893118594,1803263.4606149336,4553.695607613469
801,2021-07-08,06:29:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Lepocinclis,Lepocinclis sp.,31.942309256547908,31.942309256547908,31683.726126756683,31683.72612675668
801,2021-07-08,06:29:00.000000,Protozoa,Dinozoa,Dinophyceae,i,Gymnodinium,cf. Gymnodinium sp.,31.942309256547908,31.942309256547908,17358.48061256241,17358.48061256241
706,2021-07-09,10:03:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,114.99231332357246,114.99231332357246,8253.858185130479,8253.85818513048
706,2021-07-09,10:03:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,114.99231332357246,114.99231332357246,102003.65226765501,102003.65226765501
706,2021-07-09,10:03:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,459.96925329428984,459.96925329428984,351720.0268567806,87930.00671419516
706,2021-07-09,10:03:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,229.98462664714492,229.98462664714492,48503.75775988286,24251.87887994143
706,2021-07-09,10:03:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,114.99231332357246,114.99231332357246,1406951.3657060158,1406951.3657060158
706,2021-07-09,10:03:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,46456.894582723275,92913.78916544655,6756690.748111273,16724.482049780378
704,2021-07-20,11:57:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,344.9769399707174,344.9769399707174,208085.01212978034,69361.67070992678
704,2021-07-20,11:57:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Tryblionella,cf. Tryblionella sp.,114.99231332357246,114.99231332357246,142805.113174717,142805.113174717
704,2021-07-20,11:57:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,114.99231332357246,1954.8693265007316,94585.20483000738,94585.2048300074
704,2021-07-20,11:57:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,46686.879209370425,93373.75841874085,6823754.26524158,16807.27651537335
605,2021-07-19,10:48:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,139.3846222103909,139.3846222103909,35031.146823195355,35031.14682319535
605,2021-07-19,10:48:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,139.3846222103909,139.3846222103909,24138.64960785805,24138.649607858046
605,2021-07-19,10:48:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,557.5384888415635,557.5384888415635,1389860.7502102754,347465.18755256885
605,2021-07-19,10:48:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,56311.38737299792,112622.77474599583,8189928.1795288175,20272.09945427925
606,2021-07-19,09:43:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,cf. Cocconeis sp.,90.19004966554704,90.19004966554704,68143.308029973,68143.308029973
606,2021-07-19,09:43:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,180.38009933109407,180.38009933109407,27545.19681264805,13772.598406324027
606,2021-07-19,09:43:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36977.92036287429,73955.84072574858,5457941.0455602445,13312.051330634744
602,2021-07-19,11:09:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,34.584154383029315,34.584154383029315,2273.4852124141885,2273.4852124141885
602,2021-07-19,11:09:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,103.75246314908794,103.75246314908794,28455.234271506615,9485.078090502206
602,2021-07-19,11:09:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,103.75246314908794,103.75246314908794,23765.498753769654,7921.832917923218
602,2021-07-19,11:09:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,13937.414216360814,27874.828432721628,2022040.054509627,5017.469117889893
602,2021-07-19,11:09:00.000000,Protozoa,Dinozoa,Dinophyceae,i,Glenodinium,Glenodinium sp.,34.584154383029315,34.584154383029315,128975.69434822827,128975.69434822827
610,2021-07-19,07:12:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,67.64253724916027,67.64253724916027,21136.50286353187,21136.50286353187
610,2021-07-19,07:12:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Encyonema,Encyonema sp.,135.28507449832054,135.28507449832054,39322.188391811724,19661.094195905865
610,2021-07-19,07:12:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,67.64253724916027,67.64253724916027,123439.31044763587,123439.3104476359
610,2021-07-19,07:12:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,202.92761174748082,202.92761174748082,97616.50128261991,32538.833760873305
610,2021-07-19,07:12:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,27327.58504866075,54655.1700973215,3974523.969477219,9837.93061751787
609,2021-07-19,08:37:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,31.290425394169382,31.290425394169382,11450.426315857494,11450.426315857494
609,2021-07-19,08:37:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cylindrotheca,Cylindrotheca closterium,31.290425394169382,31.290425394169382,1703.3061067854378,1703.3061067854378
609,2021-07-19,08:37:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,93.87127618250815,93.87127618250815,2303.9458011109823,767.9819337036607
609,2021-07-19,08:37:00.000000,Plantae,Chlorophyta,Ulvophyceae,f,Ulothrix,cf. Ulothrix sp.,62.580850788338765,250.32340315335506,189394.58461043882,94697.29230521942
609,2021-07-19,08:37:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,93.87127618250815,93.87127618250815,26541.455628798514,8847.15187626617
609,2021-07-19,08:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,12516.170157667753,25032.340315335507,1802328.5027041563,4505.821256760391
NZS42,2021-08-04,10:10:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,450.9502483277352,450.9502483277352,1094836.9962655588,218967.3992531117
NZS42,2021-08-04,10:10:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,180.38009933109407,180.38009933109407,4059218.3741216916,2029609.187060846
NZS42,2021-08-04,10:10:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,360.76019866218815,12175.65670484885,566151.8868626616,141537.9717156654
NZS42,2021-08-04,10:10:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,35534.87956822553,71069.75913645106,5040267.317957109,12792.556644561193
NZS42,2021-08-04,10:10:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Planktolyngbya,Planktolyngbya sp.,90.19004966554704,1082.2805959865645,3825.0921347386097,3825.0921347386093
606,2021-08-16,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714495,229.98462664714495,215592.3292080251,71864.10973600837
606,2021-08-16,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,306.64616886285995,306.64616886285995,33522418.385584615,8380604.596396153
606,2021-08-16,09:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,76.66154221571499,76.66154221571499,51381.10261318473,51381.102613184725
606,2021-08-16,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,31661.216935090288,63322.433870180575,4707389.733909224,11398.038096632505
706,2021-07-20,11:04:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,60.5222701703013,60.5222701703013,879.3797341924654,879.3797341924653
706,2021-07-20,11:04:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,121.0445403406026,121.0445403406026,39426.633877221546,19713.31693861077
706,2021-07-20,11:04:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,cf. Skeletonema sp.,121.0445403406026,121.0445403406026,21661.261884946296,10830.630942473148
706,2021-07-20,11:04:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,60.5222701703013,60.5222701703013,5565.1586090069895,5565.1586090069895
706,2021-07-20,11:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,60.5222701703013,121.0445403406026,4658.335889235763,4658.335889235763
706,2021-07-20,11:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus cf. minutus,60.5222701703013,484.1781613624104,2028.1190266060462,2028.1190266060462
706,2021-07-20,11:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,23543.163096247205,47086.32619249441,3296984.5599984583,8475.538714648994
706,2021-07-20,11:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,302.61135085150653,423.65589119210904,107958.04336063146,21591.60867212629
706,2021-07-20,11:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,60.5222701703013,302.61135085150653,594.1754960759902,594.1754960759902
801,2021-08-05,06:32:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,143.74039165446558,143.74039165446558,34247.32491302635,17123.662456513175
801,2021-08-05,06:32:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,Chrysochromulina sp.,71.87019582723279,71.87019582723279,1705.6302761108027,1705.6302761108027
801,2021-08-05,06:32:00.000000,Chromista,Ochrophyta,Synurophyceae,i,Mallomonas,cf. Mallomonas sp.,71.87019582723279,71.87019582723279,10055.033861595288,10055.033861595288
801,2021-08-05,06:32:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,71.87019582723279,2515.456853953148,151459.96851863927,151459.9685186393
801,2021-08-05,06:32:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus cf. minutus,71.87019582723279,143.74039165446558,1175.9723359837303,1175.9723359837303
801,2021-08-05,06:32:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,28173.116764275255,56346.23352855051,3975790.2377745244,10142.322035139092
801,2021-08-05,06:32:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,287.48078330893117,12433.543878111273,1794753.2493724027,448688.3123431007
605,2021-08-16,10:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,80.6963602270684,80.6963602270684,50300.52079580901,50300.52079580901
605,2021-08-16,10:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,80.6963602270684,80.6963602270684,5565.1586090069895,5565.1586090069895
605,2021-08-16,10:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,80.6963602270684,80.6963602270684,34243.43768489202,34243.43768489202
605,2021-08-16,10:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,161.3927204541368,161.3927204541368,74486.89650007915,37243.448250039575
605,2021-08-16,10:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,31794.365929464948,63588.731858929896,4509712.8634353075,11445.971734607381
605,2021-08-16,10:35:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena sp.,161.3927204541368,161.3927204541368,555471.3796019971,277735.68980099855
MON,2021-07-19,08:13:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia reversa,79.30504367142929,79.30504367142929,31151.021154137426,31151.021154137426
MON,2021-07-19,08:13:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,237.91513101428788,237.91513101428788,66021.44885646488,22007.14961882163
MON,2021-07-19,08:13:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Ulnaria,cf. Ulnaria sp.,79.30504367142929,79.30504367142929,227443.49565765864,227443.49565765867
MON,2021-07-19,08:13:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,79.30504367142929,79.30504367142929,2657.5352762424054,2657.5352762424054
MON,2021-07-19,08:13:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Lagerheimia,Lagerheimia cf. genevensis,79.30504367142929,79.30504367142929,2092.8090300408944,2092.8090300408944
MON,2021-07-19,08:13:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,31008.272075528854,62016.54415105771,4364724.377351441,11162.977947190388
MON,2021-07-19,08:13:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Microcystis,cf. Microcystis sp.,237.91513101428788,237.91513101428788,65630.49118208243,21876.830394027478
801,2021-07-21,09:22:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,34.84615555259772,34.84615555259772,8046.216535952682,8046.216535952682
801,2021-07-21,09:22:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,34.84615555259772,34.84615555259772,1908.1754780602514,1908.1754780602514
801,2021-07-21,09:22:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,104.53846665779317,104.53846665779317,8866.52010136802,2955.5067004560065
801,2021-07-21,09:22:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,34.84615555259772,453.0000221837704,24406.856825723135,24406.85682572313
801,2021-07-21,09:22:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,13241.539109987134,26483.078219974268,1811442.5502462399,4766.954079595368
801,2021-07-21,09:22:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,418.15386663117266,940.8461999201385,350664.62598086474,29222.052165072066
606,2021-08-04,11:37:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,90.19004966554704,90.19004966554704,4427189.97076228,4427189.97076228
606,2021-08-04,11:37:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,90.19004966554704,90.19004966554704,16438.26261399964,16438.26261399964
606,2021-08-04,11:37:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,360.76019866218815,360.76019866218815,207329.43837477025,51832.35959369257
606,2021-08-04,11:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36526.97011454655,73053.9402290931,5325632.242700887,13149.709241236756
606,2021-08-04,11:37:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena sp.,90.19004966554704,90.19004966554704,218189.63051904817,218189.63051904817
605,2021-08-04,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,51.10769481047665,51.10769481047665,15969.802163557415,15969.802163557415
605,2021-08-04,09:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,51.10769481047665,51.10769481047665,107188.57718757117,107188.57718757118
605,2021-08-04,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,51.10769481047665,51.10769481047665,1349772.7734143627,1349772.7734143627
605,2021-08-04,09:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,357.7538636733365,357.7538636733365,412868.65492488333,58981.23641784048
605,2021-08-04,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,19932.000976085896,39864.00195217179,2798452.93704246,7175.520351390923
605,2021-08-04,09:40:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena sp.,102.2153896209533,102.2153896209533,227876.20883901278,113938.10441950639
706,2021-08-03,10:40:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,172.4884699853587,172.4884699853587,70163.66502751032,23387.888342503436
706,2021-08-03,10:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,114.99231332357246,114.99231332357246,29207.766025508226,14603.883012754113
706,2021-08-03,10:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,172.4884699853587,172.4884699853587,37418.72473982203,12472.908246607343
706,2021-08-03,10:40:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Ulnaria,Ulnaria sp.,57.49615666178623,57.49615666178623,45645.036948954425,45645.036948954425
706,2021-08-03,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,57.49615666178623,57.49615666178623,5868.647607722712,5868.647607722712
706,2021-08-03,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,287.48078330893117,287.48078330893117,24661.927363529525,4932.385472705904
706,2021-08-03,10:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,57.49615666178623,57.49615666178623,19782.526500393702,19782.526500393702
706,2021-08-03,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus minutus,114.99231332357246,459.96925329428984,832.3400485191213,416.17002425956065
706,2021-08-03,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22308.508784773057,44502.02525622254,3108021.4438945823,8010.364546120057
706,2021-08-03,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,114.99231332357246,172.4884699853587,9149.418506432086,4574.709253216044
609,2021-08-16,08:24:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,161.3927204541368,161.3927204541368,437008.9472579377,218504.47362896887
609,2021-08-16,08:24:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,80.6963602270684,80.6963602270684,5565.1586090069895,5565.1586090069895
609,2021-08-16,08:24:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,80.6963602270684,80.6963602270684,22269.613139143607,22269.61313914361
609,2021-08-16,08:24:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Surirella,Surirella sp.,80.6963602270684,80.6963602270684,71581.51036326667,71581.51036326667
609,2021-08-16,08:24:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,80.6963602270684,80.6963602270684,54085.3711717734,54085.3711717734
609,2021-08-16,08:24:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,80.6963602270684,80.6963602270684,6161.425602829168,6161.425602829169
609,2021-08-16,08:24:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,32682.0258919627,65364.0517839254,4765039.3750481615,11765.529321106571
610,2021-08-04,13:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,28.39316378359814,28.39316378359814,433798.73530089855,433798.73530089855
610,2021-08-04,13:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,28.39316378359814,28.39316378359814,376160.6230557879,376160.6230557878
610,2021-08-04,13:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,28.39316378359814,28.39316378359814,50371.7440052058,50371.7440052058
610,2021-08-04,13:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia reversa,56.78632756719628,56.78632756719628,25885.479558230752,12942.739779115376
610,2021-08-04,13:18:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,28.39316378359814,28.39316378359814,732.6861666812482,732.6861666812482
610,2021-08-04,13:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,11328.872349655658,22373.813061475335,1606887.2540751584,4027.28635106556
610,2021-08-04,13:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Oscillatoria,Oscillatoria sp.,28.39316378359814,14991.590477739817,956666.5616820535,956666.5616820536
602,2021-08-16,10:54:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,54.11402979932822,54.11402979932822,3296858.0036983984,3296858.0036983984
602,2021-08-16,10:54:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,108.22805959865644,108.22805959865644,48381.80536931247,24190.902684656234
602,2021-08-16,10:54:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,21970.29609852726,43940.59219705452,3211178.4777607443,7909.306595469812
